Image_ID,Glomerular_Area_um2,PAS_Area_um2,Mesangial_Index_Percent,Optical_Density
051.jpg,95389.33528122715,630.6062819576331,0.6610867767329309,0.6210652249470577
052.jpg,95167.27538349158,875.7487216946674,0.9202204414970373,0.5795866224071112
053.jpg,92647.9912344777,246.8955441928414,0.2664877466884167,0.5125176056405822
054.jpg,93099.56172388603,441.05186267348415,0.4737421471236915,0.5983509433017369
055.jpg,89938.56829802773,35.06208911614316,0.03898448661085929,0.5419796396200314
056.jpg,87694.74068663255,18.99196493791088,0.02165690301289169,0.6428818312220154
057.jpg,93219.13805697586,60.55514974433892,0.06495999749249709,0.5723013224635557
058.jpg,95703.06793279764,457.92549306062807,0.47848569847539446,0.6654638896986577
059.jpg,96521.5485756026,226.88093498904303,0.23505728859222935,0.6043745930468809
060.jpg,92740.10226442656,136.52300949598242,0.1472103288248693,0.5768664949385883
061.jpg,95113.07523739953,272.9729729729729,0.2869983672503913,0.5302874249065876
062.jpg,93538.27611395177,994.5215485756023,1.0632241579522372,0.6775533711166134
063.jpg,95305.98977355732,400.1460920379838,0.41985408575968064,0.568270566890633
064.jpg,93772.38860482101,1006.7202337472605,1.0735785327915848,0.5863783844397956
065.jpg,94767.64061358653,348.2834185536887,0.3675130205824249,0.559305611538907
066.jpg,94133.16289262232,1847.114682249817,1.9622358640565603,0.7006364273908698
067.jpg,94590.28487947404,640.8327246165082,0.6774826034545204,0.5860305084881575
068.jpg,96487.80131482832,318.2615047479911,0.32984636442231835,0.5663309781492929
069.jpg,88246.01899196491,322.20598977355723,0.365122408301382,0.5714169809991002
070.jpg,92346.01899196491,456.24543462381286,0.4940607506464475,0.5704924487316666
071.jpg,92948.72169466762,440.24835646457257,0.47364648855609726,0.5677568789268106
072.jpg,94221.11029948865,278.45142439737026,0.2955297634599,0.5413143848532064
073.jpg,91716.43535427317,938.3491599707813,1.0230981572127384,0.5764777737840784
074.jpg,93002.04528853175,316.14317019722415,0.3399314167945598,0.5597795720977168
075.jpg,91247.33382030677,424.5434623813001,0.46526670381115237,0.5386879998108213
076.jpg,92179.03579254929,474.06866325785234,0.5142911934170726,0.5754111492679842
077.jpg,96046.74945215484,659.970781592403,0.6871349476758335,0.5615739987502583
078.jpg,92363.47699050399,464.6457268078888,0.5030621864264158,0.5589911796509749
079.jpg,95466.1066471877,190.5040175310445,0.19955146828715517,0.5524740996137395
080.jpg,92750.84002921838,133.4550766983199,0.14388557198649507,0.5717962961986047
081.jpg,93770.19722425126,856.5376186997806,0.9134433370672906,0.8644034035835994
082.jpg,85433.01680058434,96.49379108838565,0.1129467209540535,0.6644653215762061
083.jpg,95358.07158509859,298.1738495252008,0.312688631983405,0.6125965686115726
084.jpg,91359.02118334548,118.77282688093496,0.13000667623460369,0.5367133165878266
085.jpg,95575.82176771363,253.6157779401022,0.26535558182956254,0.6418029264411329
086.jpg,95170.05113221327,745.215485756026,0.783035710173938,0.6419928551348195
087.jpg,95403.28707085461,636.9612856099341,0.6676512992019576,0.6345719570764468
088.jpg,94193.49890430969,277.1365960555149,0.2942205133892047,0.6110320937676488
089.jpg,92309.13075237397,353.6157779401022,0.38307778987617436,0.5898327710882107
090.jpg,92154.85756026294,337.39956172388594,0.36612238427393784,0.6552620724197156
091.jpg,91456.53761869976,135.50036523009493,0.14815820580812114,0.5406910748754125
092.jpg,98085.75602629654,215.2666179693206,0.21946776646306135,0.573301512809233
093.jpg,95418.91891891889,439.0796201607011,0.4601599191600607,0.5609026830216777
094.jpg,97759.45945945944,296.05551497443383,0.30284078554792665,0.5860864258488423
095.jpg,96177.9401022644,173.77647918188453,0.18068226351813202,0.552593023409433
096.jpg,94362.23520818113,88.23959094229362,0.09351155231499149,0.5316898638535968
097.jpg,90006.50109569026,559.3133674214754,0.6214144096400795,0.581667431298724
098.jpg,90439.51789627463,100.58436815193569,0.11121727591172723,0.5123762049437329
099.jpg,92866.54492330166,102.55661066471875,0.11043439889943155,0.524178644719008
100.jpg,90262.23520818113,147.40686632578522,0.16330956793370507,0.5074879460599114
101.jpg,91053.32359386412,145.43462381300216,0.15972467349099895,0.4892871587236806
102.jpg,92054.05405405402,117.82322863403941,0.1279935249400898,0.45271969343161195
103.jpg,80746.89554419281,864.9379108838566,1.0711717212836693,0.5804533031314879
104.jpg,86936.88823959092,599.9999999999999,0.6901558270022837,0.6207693788075502
105.jpg,83413.73265157046,534.989043097151,0.6413680650545478,0.5363999144596956
106.jpg,92327.90357925491,2823.155588020452,3.0577490428958303,0.535405114550124
107.jpg,87975.01826150472,1225.931336742147,1.3934993830840483,0.6216751182651248
108.jpg,86189.7735573411,227.8305332359386,0.26433592273492335,0.522939738692856
109.jpg,84890.86924762597,205.9167275383491,0.24256640244511066,0.48510008307241503
110.jpg,87584.73338203065,198.39298758217672,0.22651548953950468,0.498606273001702
111.jpg,84823.59386413438,118.48064280496709,0.13967887636869367,0.5486985150143431
112.jpg,84249.96347699048,48.94083272461649,0.05809003435115165,0.46087324376175504
113.jpg,87178.52447041633,176.33308984660331,0.20226666018698355,0.5024438651154288
114.jpg,92010.73776479179,678.743608473338,0.7376786937720452,0.5026709748264852
115.jpg,86516.9466764061,364.9379108838567,0.4218108993707453,0.544184145887868
116.jpg,83997.58948137324,82.76113951789625,0.09852799351611015,0.5404536834162685
117.jpg,93019.50328707082,94.59459459459457,0.10169329146239665,0.6215348037813936
118.jpg,90617.896274653,81.00803506208909,0.08939518394530208,0.46422119366604275
119.jpg,88855.36888239588,768.9554419284146,0.865401215030869,0.4887094888131355
120.jpg,89974.2147552958,178.88970051132208,0.19882329731673795,0.5184219266932873
121.jpg,78707.45069393716,140.39444850255657,0.17837504234319096,0.4958652539159407
122.jpg,77942.80496712927,123.4477720964207,0.15838251157176367,0.4762785569507913
123.jpg,66795.03287070853,93.4989043097151,0.13997882820223442,0.4894081634870091
124.jpg,87541.63623082539,70.27027027027025,0.08027068409480619,0.5243506508072963
125.jpg,83892.25712198683,418.9919649379108,0.49944056735612574,0.4733546086448023
126.jpg,87108.765522279,102.33747260774285,0.11748240489250067,0.4717426678772722
127.jpg,89710.88385682978,302.7757487216946,0.33750168954404297,0.5257224317603846
128.jpg,89122.05989773555,221.76771365960548,0.24883593794182515,0.5066195336076849
129.jpg,90221.76771365957,539.5909422936448,0.5980717912845226,0.6000085054255152
130.jpg,94093.49890430969,289.9926953981007,0.30819631406524134,0.5215651705079829
131.jpg,86832.06720233745,1018.4075967859749,1.1728473472972438,0.5945536663693447
132.jpg,89389.48137326514,647.1146822498172,0.7239271022813631,0.5359710131125803
133.jpg,89554.93060628194,210.299488677867,0.23482737047994018,0.5659695579494648
134.jpg,78706.72023374724,61.06647187728267,0.07758736699474243,0.49494934617159553
135.jpg,75607.45069393716,156.24543462381297,0.20665348876303538,0.49504265339220405
136.jpg,79382.98027757485,286.19430241051856,0.36052350442096776,0.4971228904887611
137.jpg,85727.97662527389,218.4075967859751,0.2547681694864419,0.5287125201372878
138.jpg,91287.21694667637,217.67713659605545,0.23845303195430667,0.5411956968949695
139.jpg,87054.71146822495,215.55880204528847,0.24761302221301099,0.5133488827479156
140.jpg,87390.796201607,121.32943754565373,0.1388354870526087,0.5088601181463364
141.jpg,82866.03360116872,162.96566837107372,0.1966616010070202,0.5395317567633467
142.jpg,85482.03067932796,129.5105916727538,0.15150621790747096,0.4846850485721311
143.jpg,84158.43681519355,219.13805697589476,0.26038750869043314,0.5041764232854933
144.jpg,84029.7297297297,65.74141709276843,0.07823590210776214,0.4631885815808344
145.jpg,80564.49963476988,106.64718772826878,0.13237491477231517,0.5332116247926416
146.jpg,83233.4550766983,104.60189919649376,0.1256729029211929,0.5689631726419442
147.jpg,77112.34477720963,51.862673484295094,0.06725599336154928,0.5452414440352621
148.jpg,83589.8466033601,59.67859751643534,0.07139455321603187,0.4590896774559341
149.jpg,78711.10299488675,26.077428780131477,0.033130559461002,0.5399467644182977
150.jpg,88645.94594594592,666.17969320672,0.7515061022789916,0.5420147750017207
151.jpg,82200.7304601899,77.57487216946674,0.09437248517765488,0.5191263558255387
152.jpg,83189.70051132211,65.81446311176039,0.07911371564897393,0.5541969484233997
153.jpg,84020.08765522277,25.42001460920379,0.030254687085682484,0.5319450831869541
154.jpg,88613.22132943753,58.14463111760407,0.06561620291563454,0.4742678619960093
155.jpg,86748.28341855366,166.03360116873625,0.19139698749730544,0.5169784278135142
156.jpg,84004.89408327243,76.04090577063548,0.09051961388732613,0.4783943227046647
157.jpg,85967.64061358654,59.9707815924032,0.06975971559108401,0.49405078950073306
158.jpg,87927.17311906499,93.13367421475527,0.10592137892189482,0.44582510896511646
159.jpg,82929.43754565374,81.73849525200875,0.0985639088737466,0.476555433196754
160.jpg,67097.07815924031,132.14024835646453,0.19693890103956302,0.5008084411648989
161.jpg,87236.08473338201,196.05551497443383,0.22474130467183914,0.4684516802378118
162.jpg,86508.47333820304,162.45434623812997,0.18779009728101217,0.47979671584945643
163.jpg,87761.5047479912,128.48794740686628,0.1464058162810925,0.4561914056770186
164.jpg,88150.54784514241,81.30021913805696,0.09222883025171925,0.5005432066414625
165.jpg,88424.10518626732,85.39079620160699,0.09656959040945837,0.5170922737349444
166.jpg,84105.11322132942,387.80131482834173,0.46109124638808957,0.5152171027459974
167.jpg,86873.99561723883,59.09422936449962,0.06802292094963025,0.5179282649697147
168.jpg,92741.34404674942,223.81300219138052,0.24133034138319148,0.4725678023145263
