Accession,Description,MW_kDa,Area_1,Area_2,Area_3,PSM_1,PSM_2,PSM_3,NormPSM_1,NormPSM_2,NormPSM_3,Mean_Area,Mean_NormPSM,Clean_Name,Category
A0A8J5M0G1,Uncharacterized protein OS=Zingiber officinale OX=94328 GN=ZIOFF_012490 PE=4 SV=1,23.1,5212349.8125,6129538.25,8323774.53125,6.0,6.0,6.0,6.406440382941688,5.853677932405567,5.777864992150707,6555220.864583333,6.0126611024993215,Uncharacterized protein,Other
A0A8J5LZN8,Adenosylhomocysteinase OS=Zingiber officinale OX=94328 GN=ZIOFF_010598 PE=3 SV=1,67.1,14504143.125,13811528.75,14304644.75,23.0,30.0,27.0,24.55802146794314,29.26838966202783,26.00039246467818,14206772.208333334,26.60893453154971,Adenosylhomocysteinase,Other
A0A8J5LZG6,5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase OS=Zingiber officinale OX=94328 GN=ZIOFF_002989 PE=3 SV=1,112.5,0.0,3165775.73046875,1672457.92578125,0.0,16.0,19.0,0.0,15.609807819748177,18.296572475143904,1612744.5520833333,11.302126764964028,5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase,Other
A0A8J5LYU9,NADP-dependent glyceraldehyde-3-phosphate dehydrogenase OS=Zingiber officinale OX=94328 GN=ZIOFF_002064 PE=3 SV=1,57.9,1602045.53125,1519472.765625,1550107.9765625,6.0,7.0,6.0,6.406440382941688,6.829290921139828,5.777864992150707,1557208.7578125,6.3378654320774075,NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,Metabolism
A0A8J5LXG5,Polyadenylate-binding protein OS=Zingiber officinale OX=94328 GN=ZIOFF_008757 PE=3 SV=1,73.5,670272.65625,312740.65625,491751.75,11.0,9.0,6.0,11.745140702059762,8.78051689860835,5.777864992150707,491588.3541666667,8.767840864272939,Polyadenylate-binding protein,Other
A0A8J5LX66,Phospholipase D alpha 1 OS=Zingiber officinale OX=94328 GN=ZIOFF_016258 PE=3 SV=1,92.3,0.0,4487352.8359375,3832580.546875,0.0,19.0,17.0,0.0,18.53664678595096,16.370617477760334,2773311.1276041665,11.635754754570433,Phospholipase D alpha 1,Other
A0A8J5LWQ1,Large ribosomal subunit protein eL14 domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_003271 PE=3 SV=1,15.5,6760947.0,5862350.0,6285725.5,31.0,34.0,46.0,33.09994197853206,33.17084161696488,44.29696493982208,6303007.5,36.85591617843968,Large ribosomal subunit protein eL14 domain-containing protein,Protein Synthesis
A0A8J5LVP0,Xyloglucan endotransglucosylase/hydrolase OS=Zingiber officinale OX=94328 GN=ZIOFF_016832 PE=3 SV=1,31.2,0.0,588047.515625,0.0,0.0,4.0,0.0,0.0,3.902451954937044,0.0,196015.83854166666,1.3008173183123481,Xyloglucan endotransglucosylase/hydrolase,Other
A0A8J5LU23,Clathrin heavy chain OS=Zingiber officinale OX=94328 GN=ZIOFF_013253 PE=3 SV=1,186.4,0.0,507441.78125,0.0,0.0,6.0,0.0,0.0,5.853677932405567,0.0,169147.26041666666,1.9512259774685223,Clathrin heavy chain,Other
A0A8J5LU07,"Alpha-1,4 glucan phosphorylase OS=Zingiber officinale OX=94328 GN=ZIOFF_013192 PE=3 SV=1",114.3,1865248.625,1874242.5625,1816409.96875,69.0,55.0,62.0,73.67406440382942,53.65871438038436,59.70460491889063,1851967.0520833333,62.34579456770147,"Alpha-1,4 glucan phosphorylase",Other
A0A8J5LTQ0,Vacuolar proton pump subunit B OS=Zingiber officinale OX=94328 GN=ZIOFF_008427 PE=3 SV=1,148.2,167092.703125,148547.046875,253825.328125,5.0,5.0,5.0,5.3387003191180735,4.878064943671306,4.814887493458922,189821.69270833334,5.010550918749434,Vacuolar proton pump subunit B,Other
A0A8J5LTL4,Peroxidase 1 OS=Zingiber officinale OX=94328 GN=ZIOFF_008275 PE=3 SV=1,34.8,64370.171875,89194.40625,125049.9609375,3.0,3.0,3.0,3.203220191470844,2.9268389662027836,2.8889324960753533,92871.51302083333,3.0063305512496608,Peroxidase 1,Other
A0A8J5LTJ1,Nucleoside diphosphate kinase OS=Zingiber officinale OX=94328 GN=ZIOFF_008155 PE=3 SV=1,16.8,0.0,947374.703125,0.0,0.0,3.0,0.0,0.0,2.9268389662027836,0.0,315791.5677083333,0.9756129887342612,Nucleoside diphosphate kinase,Metabolism
A0A8J5LTD2,Ribosomal protein L3 OS=Zingiber officinale OX=94328 GN=ZIOFF_019807 PE=3 SV=1,49.3,17163781.359375,12403091.46875,15932461.34375,64.0,68.0,78.0,68.33536408471134,66.34168323392976,75.11224489795917,15166444.723958334,69.92976407220009,Ribosomal protein L3,Protein Synthesis
A0A8J5LRY7,40S ribosomal protein S4 OS=Zingiber officinale OX=94328 GN=ZIOFF_001315 PE=3 SV=1,29.8,13326265.9375,10687536.8125,8274233.3125,58.0,64.0,69.0,61.928923701769655,62.43923127899271,66.44544740973312,10762678.6875,63.604534130165156,40S ribosomal protein S4,Protein Synthesis
A0A8J5LRJ5,40S ribosomal protein S7 OS=Zingiber officinale OX=94328 GN=ZIOFF_009550 PE=3 SV=1,22.1,47041180.53125,40065390.21875,34453620.0625,38.0,40.0,31.0,40.574122425297354,39.024519549370446,29.852302459445315,40520063.604166664,36.48364814470437,40S ribosomal protein S7,Protein Synthesis
A0A8J5LQZ6,Proteasome subunit beta OS=Zingiber officinale OX=94328 GN=ZIOFF_012841 PE=3 SV=1,22.5,12796262.6875,9003839.015625,12746743.984375,11.0,11.0,14.0,11.745140702059762,10.731742876076872,13.481684981684982,11515615.229166666,11.986189519940538,Proteasome subunit beta,Other
A0A8J5LNN6,"Alpha-1,4 glucan phosphorylase OS=Zingiber officinale OX=94328 GN=ZIOFF_009243 PE=3 SV=1",114.6,1257354.328125,674906.9375,455947.65625,68.0,53.0,60.0,72.6063243400058,51.707488402915835,57.77864992150706,796069.640625,60.69748755480956,"Alpha-1,4 glucan phosphorylase",Other
A0A8J5LMS6,linoleate 13S-lipoxygenase OS=Zingiber officinale OX=94328 GN=ZIOFF_005715 PE=3 SV=1,99.9,1478643.5,13509952.25,14241502.84375,28.0,31.0,26.0,29.896721787061214,30.24400265076209,25.037414965986393,9743366.197916666,28.39271313460323,linoleate 13S-lipoxygenase,Other
A0A8J5LMN2,Serine protease EDA2 OS=Zingiber officinale OX=94328 GN=ZIOFF_022290 PE=3 SV=1,38.9,0.0,127431.703125,85355.1484375,0.0,2.0,2.0,0.0,1.951225977468522,1.925954997383569,70928.95052083333,1.2923936582840303,Serine protease EDA2,Other
A0A8J5LMJ6,"Short-chain dehydrogenase TIC 32, chloroplastic OS=Zingiber officinale OX=94328 GN=ZIOFF_018656 PE=4 SV=1",34.6,5340193.984375,3686368.5,4507398.84375,19.0,18.0,14.0,20.287061212648677,17.5610337972167,13.481684981684982,4511320.442708333,17.109926663850118,"Short-chain dehydrogenase TIC 32, chloroplastic",Metabolism
A0A8J5LMG5,26S proteasome non-ATPase regulatory subunit 2 homolog OS=Zingiber officinale OX=94328 GN=ZIOFF_018870 PE=3 SV=1,100.5,721072.25,611114.03125,782777.30078125,5.0,4.0,4.0,5.3387003191180735,3.902451954937044,3.851909994767138,704987.8606770834,4.364354089607418,26S proteasome non-ATPase regulatory subunit 2 homolog,Vesicle/Transport
A0A8J5LLZ1,40S ribosomal protein SA OS=Zingiber officinale OX=94328 GN=ZIOFF_004558 PE=4 SV=1,16.4,1838236.51953125,1127418.25,1286402.875,7.0,6.0,6.0,7.4741804467653035,5.853677932405567,5.777864992150707,1417352.5481770833,6.368574457107193,40S ribosomal protein SA,Protein Synthesis
A0A8J5LK15,Large ribosomal subunit protein uL15/eL18 domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_025830 PE=3 SV=1,16.2,4881176.59375,4870345.875,4455730.578125,12.0,14.0,16.0,12.812880765883376,13.658581842279656,15.407639979068552,4735751.015625,13.959700862410529,Large ribosomal subunit protein uL15/eL18 domain-containing protein,Protein Synthesis
A0A8J5LJI5,Malate dehydrogenase OS=Zingiber officinale OX=94328 GN=ZIOFF_009609 PE=3 SV=1,35.5,0.0,4103526.5625,932425.375,0.0,10.0,9.0,0.0,9.756129887342611,8.66679748822606,1678650.6458333333,6.140975791856223,Malate dehydrogenase,Metabolism
A0A8J5LJH3,40S ribosomal protein S6 OS=Zingiber officinale OX=94328 GN=ZIOFF_024946 PE=3 SV=1,28.4,63883416.6875,149632212.59375,179554533.34375,43.0,46.0,57.0,45.912822744415436,44.87819748177601,54.88971742543171,131023387.54166667,48.56024588387439,40S ribosomal protein S6,Protein Synthesis
A0A8J5LJH0,DNA/RNA-binding protein Alba-like domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_021262 PE=3 SV=1,15.5,165820.65625,151289.078125,297973.453125,3.0,3.0,4.0,3.203220191470844,2.9268389662027836,3.851909994767138,205027.72916666666,3.3273230508135883,DNA/RNA-binding protein Alba-like domain-containing protein,Other
A0A8J5LIM4,60S ribosomal protein L13 OS=Zingiber officinale OX=94328 GN=ZIOFF_020293 PE=3 SV=1,23.8,2619298.5,2249855.0,2175048.3125,27.0,22.0,20.0,28.828981723237597,21.463485752153744,19.25954997383569,2348067.2708333335,23.184005816409012,60S ribosomal protein L13,Protein Synthesis
A0A8J5LI97,Small ribosomal subunit protein uS7c OS=Zingiber officinale OX=94328 GN=ZIOFF_017415 PE=3 SV=1,25.7,2521291.6875,2562603.75,1715911.40625,44.0,54.0,63.0,46.98056280823905,52.6831013916501,60.667582417582416,2266602.28125,53.443748872490524,Small ribosomal subunit protein uS7c,Protein Synthesis
A0A8J5LHW7,Guanosine nucleotide diphosphate dissociation inhibitor OS=Zingiber officinale OX=94328 GN=ZIOFF_026332 PE=3 SV=1,47.6,1690028.1875,1769808.859375,2151783.28125,9.0,13.0,13.0,9.609660574412533,12.682968853545393,12.518707482993197,1870540.109375,11.603778970317043,Guanosine nucleotide diphosphate dissociation inhibitor,Other
A0A8J5LHL8,Uncharacterized protein OS=Zingiber officinale OX=94328 GN=ZIOFF_022768 PE=3 SV=1,37.0,27400232.875,16087475.078125,19650257.234375,49.0,65.0,54.0,52.319263127357125,63.41484426772698,52.00078492935636,21045988.395833332,55.91163077481349,Uncharacterized protein,Other
A0A8J5LHG8,Cysteine protease OS=Zingiber officinale OX=94328 GN=ZIOFF_030161 PE=3 SV=1,41.7,3391659.75,4463954.0,286314877.390625,24.0,34.0,27.0,25.625761531766752,33.17084161696488,26.00039246467818,98056830.38020833,28.26566520446994,Cysteine protease,Other
A0A8J5LHB9,Serine protease EDA2 OS=Zingiber officinale OX=94328 GN=ZIOFF_022291 PE=3 SV=1,31.9,710493.59375,578421.96875,988444.671875,3.0,3.0,5.0,3.203220191470844,2.9268389662027836,4.814887493458922,759120.078125,3.6483155503775166,Serine protease EDA2,Other
A0A8J5LGJ4,"Short-chain dehydrogenase TIC 32, chloroplastic OS=Zingiber officinale OX=94328 GN=ZIOFF_021565 PE=4 SV=1",74.5,772618.375,703379.5625,1089562.75,9.0,9.0,6.0,9.609660574412533,8.78051689860835,5.777864992150707,855186.8958333334,8.056014155057197,"Short-chain dehydrogenase TIC 32, chloroplastic",Metabolism
A0A8J5LFR4,DNA/RNA-binding protein Alba-like domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_015839 PE=3 SV=1,38.9,1350924.65625,1094711.0625,1299996.0625,8.0,7.0,7.0,8.541920510588918,6.829290921139828,6.740842490842491,1248543.9270833333,7.370684640857078,DNA/RNA-binding protein Alba-like domain-containing protein,Other
A0A8J5LFA9,Uncharacterized protein OS=Zingiber officinale OX=94328 GN=ZIOFF_028734 PE=4 SV=1,21.0,172701.671875,225555.53125,203470.09375,8.0,7.0,8.0,8.541920510588918,6.829290921139828,7.703819989534276,200575.765625,7.691677140421007,Uncharacterized protein,Other
A0A8J5LF05,Ribosomal protein L10e/L16 domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_026711 PE=3 SV=1,25.3,6608645.25,6407209.75,5041058.25,29.0,24.0,24.0,30.964461850884827,23.41471172962227,23.111459968602826,6018971.083333333,25.830211183036642,Ribosomal protein L10e/L16 domain-containing protein,Protein Synthesis
A0A8J5LED1,40S ribosomal protein S18 OS=Zingiber officinale OX=94328 GN=ZIOFF_029331 PE=3 SV=1,21.4,3781806.9375,1986386.25,3013194.34375,33.0,38.0,39.0,35.235422106179286,37.07329357190192,37.556122448979586,2927129.1770833335,36.62161270902026,40S ribosomal protein S18,Protein Synthesis
A0A8J5LDX9,HSF-type DNA-binding domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_025005 PE=3 SV=1,122.8,1409600.0,1091184.015625,1151362.203125,17.0,17.0,19.0,18.15158108500145,16.58542080848244,18.296572475143904,1217382.0729166667,17.677858122875932,HSF-type DNA-binding domain-containing protein,Other
A0A8J5LDQ6,Coatomer subunit beta' OS=Zingiber officinale OX=94328 GN=ZIOFF_024803 PE=3 SV=1,93.1,0.0,937294.8125,796552.3125,19.0,15.0,17.0,20.287061212648677,14.634194831013914,16.370617477760334,577949.0416666666,17.097291173807644,Coatomer subunit beta',Other
A0A8J5LDP7,Uncharacterized protein OS=Zingiber officinale OX=94328 GN=ZIOFF_024769 PE=4 SV=1,21.1,120208.6796875,116737.8828125,151117.765625,7.0,8.0,8.0,7.4741804467653035,7.804903909874088,7.703819989534276,129354.77604166667,7.660968115391223,Uncharacterized protein,Other
A0A8J5LDC9,fructokinase OS=Zingiber officinale OX=94328 GN=ZIOFF_014019 PE=3 SV=1,38.3,0.0,526568.2578125,0.0,0.0,4.0,0.0,0.0,3.902451954937044,0.0,175522.75260416666,1.3008173183123481,fructokinase,Metabolism
A0A8J5LD53,RRM domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_023918 PE=3 SV=1,67.2,7095069.5234375,7660007.203125,10454592.359375,12.0,13.0,16.0,12.812880765883376,12.682968853545393,15.407639979068552,8403223.028645834,13.634496532832438,RRM domain-containing protein,Other
A0A8J5LCL3,Eukaryotic translation initiation factor 3 subunit D OS=Zingiber officinale OX=94328 GN=ZIOFF_033494 PE=3 SV=1,66.6,1108047.84375,641012.8828125,645081.515625,5.0,7.0,4.0,5.3387003191180735,6.829290921139828,3.851909994767138,798047.4140625,5.3399670783416795,Eukaryotic translation initiation factor 3 subunit D,Protein Synthesis
A0A8J5LBV4,Glucose-methanol-choline oxidoreductase N-terminal domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_033063 PE=3 SV=1,60.3,6643765.71875,166508.875,0.0,17.0,18.0,0.0,18.15158108500145,17.5610337972167,0.0,2270091.53125,11.904204960739383,Glucose-methanol-choline oxidoreductase N-terminal domain-containing protein,Antioxidant/Redox
A0A8J5LBU8,Guanine nucleotide-binding protein subunit beta-like protein A OS=Zingiber officinale OX=94328 GN=ZIOFF_032850 PE=3 SV=1,39.4,93164609.0,69144734.609375,85942158.75,37.0,42.0,43.0,39.50638236147375,40.97574552683897,41.40803244374673,82750500.78645833,40.630053444019815,Guanine nucleotide-binding protein subunit beta-like protein A,Other
A0A8J5LBF0,Large ribosomal subunit protein uL10-like insertion domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_030436 PE=3 SV=1,34.1,35231985.609375,31478623.234375,38574881.71875,24.0,25.0,25.0,25.625761531766752,24.390324718356528,24.07443746729461,35095163.520833336,24.6968412391393,Large ribosomal subunit protein uL10-like insertion domain-containing protein,Protein Synthesis
A0A8J5LB65,"6-phosphogluconate dehydrogenase, decarboxylating OS=Zingiber officinale OX=94328 GN=ZIOFF_018717 PE=3 SV=1",64.2,848972.8125,533265.453125,566236.75,3.0,4.0,4.0,3.203220191470844,3.902451954937044,3.851909994767138,649491.671875,3.652527380391676,"6-phosphogluconate dehydrogenase, decarboxylating",Metabolism
A0A8J5LB47,"Short-chain dehydrogenase TIC 32, chloroplastic OS=Zingiber officinale OX=94328 GN=ZIOFF_018655 PE=3 SV=1",40.1,2218481.1640625,2874762.359375,2011628.6875,10.0,11.0,10.0,10.677400638236147,10.731742876076872,9.629774986917845,2368290.7369791665,10.346306167076955,"Short-chain dehydrogenase TIC 32, chloroplastic",Metabolism
A0A8J5LB35,60S ribosomal protein L13 OS=Zingiber officinale OX=94328 GN=ZIOFF_026309 PE=3 SV=1,23.8,2186268.875,4434091.375,1302439.46875,27.0,25.0,20.0,28.828981723237597,24.390324718356528,19.25954997383569,2640933.2395833335,24.15961880514327,60S ribosomal protein L13,Protein Synthesis
A0A8J5LAV0,Ribosomal protein L35A OS=Zingiber officinale OX=94328 GN=ZIOFF_031514 PE=3 SV=1,28.7,27801904.9375,16319160.28125,20953288.75,26.0,36.0,39.0,27.761241659413983,35.1220675944334,37.556122448979586,21691451.322916668,33.479810567608986,Ribosomal protein L35A,Protein Synthesis
A0A8J5LAS6,Ribosomal protein L10e/L16 domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_029674 PE=3 SV=1,25.2,3950223.375,3416120.3125,3133608.75,29.0,24.0,24.0,30.964461850884827,23.41471172962227,23.111459968602826,3499984.1458333335,25.830211183036642,Ribosomal protein L10e/L16 domain-containing protein,Protein Synthesis
A0A8J5LAM0,RRM domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_032280 PE=3 SV=1,45.0,0.0,376349.6875,0.0,0.0,2.0,0.0,0.0,1.951225977468522,0.0,125449.89583333333,0.6504086591561741,RRM domain-containing protein,Other
A0A8J5LA22,Isocitrate dehydrogenase [NADP] OS=Zingiber officinale OX=94328 GN=ZIOFF_031515 PE=3 SV=1,56.9,0.0,107874.734375,624415.3125,0.0,2.0,4.0,0.0,1.951225977468522,3.851909994767138,244096.68229166666,1.9343786574118866,Isocitrate dehydrogenase [NADP],Metabolism
A0A8J5L9X1,RRM domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_029053 PE=4 SV=1,11.0,5688425.1875,5197683.71875,4862402.875,4.0,4.0,4.0,4.270960255294459,3.902451954937044,3.851909994767138,5249503.927083333,4.008440734999547,RRM domain-containing protein,Other
A0A8J5L9W1,Small ribosomal subunit protein eS1 OS=Zingiber officinale OX=94328 GN=ZIOFF_029038 PE=3 SV=1,30.8,4498147.7421875,4130456.125,10136614.5625,40.0,44.0,40.0,42.70960255294459,42.92697150430749,38.51909994767138,6255072.809895833,41.38522466830782,Small ribosomal subunit protein eS1,Protein Synthesis
A0A8J5L9Q7,Small ribosomal subunit protein uS5 OS=Zingiber officinale OX=94328 GN=ZIOFF_028929 PE=3 SV=1,29.9,0.0,0.0,2016240.625,0.0,57.0,64.0,0.0,55.60994035785288,61.63055991627421,672080.2083333334,39.08016675804236,Small ribosomal subunit protein uS5,Protein Synthesis
A0A8J5L990,Small ribosomal subunit protein eS21 OS=Zingiber officinale OX=94328 GN=ZIOFF_018999 PE=3 SV=1,9.2,13837133.75,10921664.6875,14512733.875,3.0,5.0,5.0,3.203220191470844,4.878064943671306,4.814887493458922,13090510.770833334,4.298724209533691,Small ribosomal subunit protein eS21,Protein Synthesis
A0A8J5L947,Large ribosomal subunit protein uL6 alpha-beta domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_033734 PE=3 SV=1,21.3,215741.46875,342500.4375,0.0,17.0,17.0,0.0,18.15158108500145,16.58542080848244,0.0,186080.63541666666,11.579000631161298,Large ribosomal subunit protein uL6 alpha-beta domain-containing protein,Protein Synthesis
A0A8J5L911,Elongation factor 1-alpha OS=Zingiber officinale OX=94328 GN=ZIOFF_022091 PE=3 SV=1,49.3,0.0,3808396.9375,2773007.875,0.0,20.0,19.0,0.0,19.512259774685223,18.296572475143904,2193801.6041666665,12.602944083276375,Elongation factor 1-alpha,Protein Synthesis
A0A8J5L901,phosphoenolpyruvate carboxylase OS=Zingiber officinale OX=94328 GN=ZIOFF_037062 PE=3 SV=1,110.4,3316819.0703125,359562.5,3603621.6875,7.0,5.0,8.0,7.4741804467653035,4.878064943671306,7.703819989534276,2426667.7526041665,6.685355126656962,phosphoenolpyruvate carboxylase,Other
A0A8J5L8D7,60S ribosomal protein L23 OS=Zingiber officinale OX=94328 GN=ZIOFF_021215 PE=3 SV=1,18.3,28992773.625,26582158.4375,25924401.625,21.0,22.0,22.0,22.42254134029591,21.463485752153744,21.185504971219256,27166444.5625,21.69051068788964,60S ribosomal protein L23,Protein Synthesis
A0A8J5L8B8,TCTP domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_034353 PE=3 SV=1,18.9,719124.84375,604997.890625,515373.734375,3.0,3.0,2.0,3.203220191470844,2.9268389662027836,1.925954997383569,613165.4895833334,2.6853380516857324,TCTP domain-containing protein,Other
A0A8J5L7C2,glutaredoxin-dependent peroxiredoxin OS=Zingiber officinale OX=94328 GN=ZIOFF_026269 PE=3 SV=1,53.7,14759251.78125,13004895.75,11133256.828125,17.0,20.0,18.0,18.15158108500145,19.512259774685223,17.33359497645212,12965801.453125,18.332478612046263,glutaredoxin-dependent peroxiredoxin,Antioxidant/Redox
A0A8J5L5S6,40S ribosomal protein S7 OS=Zingiber officinale OX=94328 GN=ZIOFF_031879 PE=3 SV=1,27.5,0.0,0.0,286610.21875,11.0,17.0,10.0,11.745140702059762,16.58542080848244,9.629774986917845,95536.73958333333,12.65344549915335,40S ribosomal protein S7,Protein Synthesis
A0A8J5L4N4,Bulb-type lectin domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_030126 PE=4 SV=1,15.5,14526290.875,17804880.0625,15313415.125,17.0,18.0,16.0,18.15158108500145,17.5610337972167,15.407639979068552,15881528.6875,17.040084953762232,Bulb-type lectin domain-containing protein,Other
A0A8J5L3P8,60S ribosomal protein L32-1 OS=Zingiber officinale OX=94328 GN=ZIOFF_028653 PE=3 SV=1,19.8,965930.3125,712529.0625,975665.3125,26.0,22.0,28.0,27.761241659413983,21.463485752153744,26.963369963369964,884708.2291666666,25.39603245831256,60S ribosomal protein L32-1,Protein Synthesis
A0A8J5L379,Peroxidase 1 OS=Zingiber officinale OX=94328 GN=ZIOFF_027988 PE=3 SV=1,34.5,289734.875,289555.875,464128.234375,2.0,3.0,5.0,2.1354801276472295,2.9268389662027836,4.814887493458922,347806.328125,3.292402195769645,Peroxidase 1,Other
A0A8J5L2P8,"Short-chain dehydrogenase TIC 32, chloroplastic OS=Zingiber officinale OX=94328 GN=ZIOFF_036671 PE=3 SV=1",35.5,328249.625,694559.34375,217225.71875,6.0,7.0,3.0,6.406440382941688,6.829290921139828,2.8889324960753533,413344.8958333333,5.374887933385622,"Short-chain dehydrogenase TIC 32, chloroplastic",Metabolism
A0A8J5L2I1,Glucose-methanol-choline oxidoreductase N-terminal domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_036625 PE=3 SV=1,60.4,0.0,101951.515625,0.0,0.0,17.0,0.0,0.0,16.58542080848244,0.0,33983.838541666664,5.5284736028274795,Glucose-methanol-choline oxidoreductase N-terminal domain-containing protein,Antioxidant/Redox
A0A8J5L264,60S ribosomal protein L10a OS=Zingiber officinale OX=94328 GN=ZIOFF_034019 PE=3 SV=1,29.0,24858789.25,20061673.875,24612949.125,15.0,20.0,26.0,16.01610095735422,19.512259774685223,25.037414965986393,23177804.083333332,20.188591899341947,60S ribosomal protein L10a,Protein Synthesis
A0A8J5L255,Oryzain alpha chain OS=Zingiber officinale OX=94328 GN=ZIOFF_034710 PE=3 SV=1,51.4,2209674.25,1540054.375,1497178.5,15.0,17.0,18.0,16.01610095735422,16.58542080848244,17.33359497645212,1748969.0416666667,16.645038914096258,Oryzain alpha chain,Other
A0A8J5L1Z2,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Zingiber officinale OX=94328 GN=ZIOFF_046148 PE=3 SV=1",68.8,0.0,328494.1875,0.0,0.0,4.0,0.0,0.0,3.902451954937044,0.0,109498.0625,1.3008173183123481,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",Metabolism
