Accession,Description,MW_kDa,Area_1,Area_2,Area_3,PSM_1,PSM_2,PSM_3,NormPSM_1,NormPSM_2,NormPSM_3,Mean_Area,Mean_NormPSM,Clean_Name,Category
Asa8G04655.1,"[translated] | GO=Molecular Function: protein kinase activity (GO:0004672),Molecular Function: protein tyrosine kinase activity (GO:0004713),Molecular Function: ATP binding (GO:0005524),Biological Process: protein phosphorylation (GO:0006468); NR=PREDICTED: serine/threonine-protein kinase HT1-like [Fragaria vesca subsp. vesca]; Swissprot=Serine/threonine-protein kinase HT1 OS=Arabidopsis thaliana GN=HT1 PE=1 SV=1; KEGG=serine/threonine-protein kinase HT1-like; K17535 serine/threonine-protein kinase TNNI3K [EC:2.7.11.1] (A); IPRSCAN=NULL NULL NULL NULL IPR002290 Serine/threonine- / dual specificity protein kinase, catalytic  domain IPR020635 Tyrosine-protein kinase, catalytic domain IPR000719 Protein kinase domain IPR001245 Serine-threonine/tyrosine-protein kinase catalytic domain IPR001245 Serine-threonine/tyrosine-protein kinase catalytic domain IPR001245 Serine-threonine/tyrosine-protein kinase catalytic domain IPR001245 Serine-threonine/tyrosine-protein kinase catalytic domain IPR001245 Serine-threonine/tyrosine-protein kinase catalytic domain IPR001245 Serine-threonine/tyrosine-protein kinase catalytic domain",31.0,23541242.1679688,30132194.3125,32031518.3125,11.0,17.0,22.0,11.822191272052,16.89167326994189,20.69354586654165,28568318.264322933,16.46913680284518,Serine/threonine-protein kinase HT1,Vesicle/Transport
Asa8G04473.1,[translated],46.5,1826037.125,0.0,0.0,2.0,0.0,0.0,2.149489322191272,0.0,0.0,608679.0416666666,0.716496440730424,[translated],Other
Asa8G04423.1,"[translated] | GO=Molecular Function: magnesium ion binding (GO:0000287),Molecular Function: oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor (GO:0016616),Molecular Function: NAD binding (GO:0051287),Biological Process: oxidation-reduction process (GO:0055114); NR=PREDICTED: isocitrate dehydrogenase [NAD] regulatory subunit 1, mitochondrial [Cucumis melo]; Swissprot=Isocitrate dehydrogenase [NAD] regulatory subunit 1, mitochondrial OS=Arabidopsis thaliana GN=IDH1 PE=2 SV=2; KEGG=isocitrate dehydrogenase [NAD] regulatory subunit 1, mitochondrial; K00030 isocitrate dehydrogenase (NAD+) [EC:1.1.1.41] (A); IPRSCAN=IPR024084 Isopropylmalate dehydrogenase-like domain NULL NULL IPR001804 Isocitrate and isopropylmalate dehydrogenases family",19.0,2993331.75,2985005.0,2338966.0625,3.0,4.0,4.0,3.224233983286908,3.974511357633386,3.762462884825754,2772434.2708333335,3.6537360752486827,"Isocitrate dehydrogenase [NAD] regulatory subunit 1, mitochondrial",Antioxidant/Redox
Asa8G03847.1,[translated] | NR=PREDICTED: serine/arginine repetitive matrix protein 1 [Phoenix dactylifera]; Swissprot=Uncharacterized protein At1g65710 OS=Arabidopsis thaliana GN=At1g65710 PE=2 SV=1,25.7,5186452.125,8050947.875,7821064.3125,15.0,13.0,13.0,16.12116991643454,12.9171619123085,12.2280043756837,7019488.104166667,13.755445401475578,Uncharacterized protein At1g65710,Vesicle/Transport
Asa8G03368.1,"[translated] | GO=Molecular Function: transferase activity, transferring glycosyl groups (GO:0016757); NR=PREDICTED: galactinol synthase 2-like [Oryza brachyantha]; Swissprot=Galactinol synthase 2 OS=Arabidopsis thaliana GN=GOLS2 PE=1 SV=1; KEGG=galactinol synthase 2-like; K18819 inositol 3-alpha-galactosyltransferase [EC:2.4.1.123] (A); IPRSCAN=IPR002495 Glycosyl transferase, family 8 NULL NULL NULL NULL",29.4,3259657.578125,3908487.5,5885784.3125,5.0,7.0,8.0,5.373723305478181,6.955394875858426,7.524925769651508,4351309.796875,6.618014650329371,Galactinol synthase 2,Vesicle/Transport
Asa8G03357.1,[translated],26.8,3301997.75,5307421.546875,6180395.03125,8.0,13.0,13.0,8.597957288765087,12.9171619123085,12.2280043756837,4929938.109375,11.247707858919094,[translated],Other
Asa8G03353.1,[translated] | GO=Molecular Function: chromatin binding (GO:0003682); NR=hypothetical protein POPTR_0002s18920g [Populus trichocarpa]; Swissprot=Transcription factor RADIALIS OS=Antirrhinum majus GN=RAD PE=1 SV=1; KEGG=polygalacturonase At1g48100-like; K01184 polygalacturonase [EC:3.2.1.15] (A); IPRSCAN=IPR001005 SANT/Myb domain IPR001005 SANT/Myb domain IPR017877 Myb-like domain NULL NULL NULL NULL,19.6,2018237.875,3020357.0,3170662.0,4.0,4.0,4.0,4.298978644382544,3.974511357633386,3.762462884825754,2736418.9583333335,4.011984295613895,Transcription factor RADIALIS,Other
Asa8G03348.1,[translated],11.9,12766388.375,12709375.25,17273661.625,10.0,8.0,9.0,10.74744661095636,7.949022715266772,8.465541490857946,14249808.416666666,9.054003605693692,[translated],Other
Asa8G03116.1,"[translated] | GO=Biological Process: defense response (GO:0006952); NR=PREDICTED: defensin Ec-AMP-D2-like [Pyrus x bretschneideri]; Swissprot=Defensin SD2 OS=Helianthus annuus GN=SD2 PE=2 SV=1; IPRSCAN=IPR008177 Gamma Purothionin IPR008177 Gamma Purothionin IPR003614 Knottin, scorpion toxin-like IPR008176 Gamma thionin",31.8,2377687.0625,3326097.21875,6068106.4375,6.0,6.0,9.0,6.448467966573816,5.961767036450079,8.465541490857946,3923963.5729166665,6.958592164627281,Defensin SD2,Other
Asa8G03059.1,"[translated] | GO=Molecular Function: nucleic acid binding (GO:0003676),Molecular Function: zinc ion binding (GO:0008270); NR=PREDICTED: serine/arginine-rich splicing factor RSZ21A isoform X2 [Phoenix dactylifera]; Swissprot=Serine/arginine-rich splicing factor RSZ21 OS=Oryza sativa subsp. japonica GN=RSZP21 PE=2 SV=1; KEGG=serine/arginine-rich splicing factor RSZ21A; K12896 splicing factor, arginine/serine-rich 7 (A); IPRSCAN=IPR000504 RNA recognition motif domain IPR001878 Zinc finger, CCHC-type IPR000504 RNA recognition motif domain IPR001878 Zinc finger, CCHC-type IPR000504 RNA recognition motif domain IPR001878 Zinc finger, CCHC-type NULL NULL NULL NULL",23.8,682484.0,902322.1875,362332.65625,8.0,11.0,9.0,8.597957288765087,10.92990623349181,8.465541490857946,649046.28125,9.331135004371616,Serine/arginine-rich splicing factor RSZ21,Other
Asa8G02720.1,[translated] | GO=Biological Process: autophagy (GO:0006914); NR=PREDICTED: beclin-1-like protein [Elaeis guineensis]; Swissprot=Beclin-1-like protein OS=Arabidopsis thaliana GN=At3g61710 PE=2 SV=2; KEGG=beclin-1-like protein; K08334 beclin 1 (A); IPRSCAN=IPR007243 Beclin family NULL NULL IPR007243 Beclin family,48.7,643102.5625,0.0,1006095.8125,3.0,0.0,3.0,3.224233983286908,0.0,2.821847163619315,549732.7916666666,2.0153603823020743,Beclin-1-like protein,Vesicle/Transport
Asa8G02600.1,[translated] | NR=PREDICTED: probable folate-biopterin transporter 6 [Elaeis guineensis]; Swissprot=Probable folate-biopterin transporter 6 OS=Arabidopsis thaliana GN=At5g10820 PE=2 SV=1; KEGG=ADP-ribose pyrophosphatase; K13988 ADP-ribose pyrophosphatase [EC:3.6.1.13] (A); IPRSCAN=IPR004324 Biopterin transport-related protein BT1 NULL NULL NULL NULL,36.6,1620321.1875,1175058.25,2410193.375,6.0,4.0,5.0,6.448467966573816,3.974511357633386,4.703078606032192,1735190.9375,5.042019310079798,Probable folate-biopterin transporter 6,Vesicle/Transport
Asa8G02586.1,"[translated] | GO=Biological Process: base-excision repair (GO:0006284),Molecular Function: DNA-3-methyladenine glycosylase activity (GO:0008725); NR=PREDICTED: uncharacterized protein LOC105060180 [Elaeis guineensis]; Swissprot=Probable GMP synthase [glutamine-hydrolyzing] OS=Helicobacter hepaticus (strain ATCC 51449 / 3B1) GN=guaA PE=3 SV=1; KEGG=uncharacterized LOC105060180; K01246 DNA-3-methyladenine glycosylase I [EC:3.2.2.20] (A); IPRSCAN=IPR005019 Methyladenine glycosylase NULL NULL NULL NULL",28.6,3402031.375,907393.0,3082860.375,19.0,17.0,17.0,20.42014856081708,16.89167326994189,15.99046726050945,2464094.9166666665,17.767429697089472,Probable GMP synthase [glutamine-hydrolyzing],Metabolism
Asa8G02265.1,"[translated] | GO=Biological Process: metal ion transport (GO:0030001),Molecular Function: metal ion binding (GO:0046872); NR=PREDICTED: heavy metal-associated isoprenylated plant protein 26-like [Elaeis guineensis]; Swissprot=Heavy metal-associated isoprenylated plant protein 26 OS=Arabidopsis thaliana GN=HIPP26 PE=1 SV=1; KEGG=heavy metal-associated isoprenylated plant protein 26-like; K10752 histone-binding protein RBBP4 (A); IPRSCAN=NULL NULL NULL NULL IPR006121 Heavy metal-associated domain, HMA IPR006121 Heavy metal-associated domain, HMA",44.9,2649919.40625,2124968.125,2491891.75,4.0,4.0,4.0,4.298978644382544,3.974511357633386,3.762462884825754,2422259.7604166665,4.011984295613895,Heavy metal-associated isoprenylated plant protein 26,Vesicle/Transport
Asa8G02224.1,[translated] | NR=PREDICTED: probable glutathione S-transferase [Phoenix dactylifera]; Swissprot=Probable glutathione S-transferase OS=Glycine max GN=HSP26-A PE=2 SV=1; KEGG=probable glutathione S-transferase; K00799 glutathione S-transferase [EC:2.5.1.18] (A),29.5,7031891.25,9401129.75,8153251.75,7.0,6.0,7.0,7.523212627669452,5.961767036450079,6.58431004844507,8195424.25,6.689763237521533,Probable glutathione S-transferase,Antioxidant/Redox
Asa8G02165.1,[translated] | NR=PREDICTED: protein disulfide-isomerase SCO2-like [Musa acuminata subsp. malaccensis]; Swissprot=Protein disulfide-isomerase SCO2 OS=Arabidopsis thaliana GN=SCO2 PE=1 SV=1,18.1,1370361.6875,2085031.1875,1338609.875,3.0,4.0,3.0,3.224233983286908,3.974511357633386,2.821847163619315,1598000.9166666667,3.340197501513203,Protein disulfide-isomerase SCO2,Vesicle/Transport
Asa8G02124.1,[translated] | NR=hypothetical protein AALP_AA6G021000 [Arabis alpina],40.6,5173378.875,6087979.25,6737461.875,12.0,11.0,13.0,12.89693593314763,10.92990623349181,12.2280043756837,5999606.666666667,12.018282180774378,hypothetical protein AALP_AA6G021000,Vesicle/Transport
Asa8G01986.1,"[translated] | GO=Molecular Function: catalytic activity (GO:0003824),Molecular Function: molybdenum ion binding (GO:0030151),Molecular Function: pyridoxal phosphate binding (GO:0030170); NR=PREDICTED: mitochondrial amidoxime reducing component 2-like [Phoenix dactylifera]; Swissprot=Mitochondrial amidoxime reducing component 2 OS=Rattus norvegicus GN=Marc2 PE=2 SV=1; KEGG=mocos; molybdenum cofactor sulfurase; K15631 molybdenum cofactor sulfurtransferase [EC:2.8.1.9] (A); IPRSCAN=NULL NULL IPR005302 Molybdenum cofactor sulfurase, C-terminal IPR005303 MOSC, N-terminal beta barrel IPR005302 Molybdenum cofactor sulfurase, C-terminal",24.0,4922077.375,1959903.25,7004527.8125,7.0,6.0,6.0,7.523212627669452,5.961767036450079,5.643694327238631,4628836.145833333,6.376224663786054,Mitochondrial amidoxime reducing component 2,Other
Asa8G01979.1,"[translated] | GO=Molecular Function: DNA binding (GO:0003677); NR=PREDICTED: protein SUPPRESSOR OF FRI 4-like [Elaeis guineensis]; Swissprot=Protein SUPPRESSOR OF FRI 4 OS=Arabidopsis thaliana GN=SUF4 PE=1 SV=1; KEGG=hypothetical protein; K03128 transcription initiation factor TFIID subunit 2 (A); IPRSCAN=IPR015880 Zinc finger, C2H2-like IPR015880 Zinc finger, C2H2-like IPR003656 Zinc finger, BED-type predicted NULL NULL NULL NULL",53.6,15399542.625,19002648.0,17347035.9375,11.0,14.0,13.0,11.822191272052,13.91078975171685,12.2280043756837,17249742.1875,12.653661799817518,Protein SUPPRESSOR OF FRI 4,Vesicle/Transport
Asa8G01973.1,[translated],65.7,128002986.15625,144883007.28125,197792968.65625,69.0,64.0,73.0,74.15738161559888,63.59218172213418,68.66494764807001,156892987.36458334,68.80483699526769,[translated],Other
Asa8G01493.1,[translated],81.2,1046809.375,1040443.40625,37064545.625,20.0,21.0,25.0,21.49489322191272,20.86618462757528,23.51539303016096,13050599.46875,21.958823626549655,[translated],Other
Asa8G01429.1,[translated] | NR=PREDICTED: monothiol glutaredoxin-S9-like [Musa acuminata subsp. malaccensis]; Swissprot=Monothiol glutaredoxin-S3 OS=Oryza sativa subsp. japonica GN=GRXS3 PE=2 SV=1; KEGG=glutaredoxin-C1 protein; K03676 glutaredoxin 3 (A),50.0,373994.9375,822313.75,930683.75,7.0,12.0,11.0,7.523212627669452,11.92353407290016,10.34677293327082,708997.4791666666,9.931173211280145,Monothiol glutaredoxin-S3,Other
Asa8G01383.1,[translated] | NR=PREDICTED: uncharacterized protein LOC104605685 [Nelumbo nucifera],110.4,8081631.75,4676252.5,9112562.9375,27.0,29.0,20.0,29.01810584958217,28.81520734284205,18.81231442412877,7290149.0625,25.548542538850995,PREDICTED: uncharacterized protein LOC104605685,Other
Asa8G01165.1,[translated],96.6,2206134.43945313,639947.4375,411788.5625,5.0,2.0,5.0,5.373723305478181,1.987255678816693,4.703078606032192,1085956.8131510434,4.021352530109022,[translated],Other
Asa8G00911.1,[translated] | NR=PREDICTED: putative pentatricopeptide repeat-containing protein At1g10330 [Elaeis guineensis]; Swissprot=Putative pentatricopeptide repeat-containing protein At1g10330 OS=Arabidopsis thaliana GN=PCMP-E71 PE=3 SV=1; KEGG=uncharacterized LOC100250295; K03452 magnesium/proton exchanger (A); IPRSCAN=IPR002885 Pentatricopeptide repeat IPR002885 Pentatricopeptide repeat IPR002885 Pentatricopeptide repeat IPR002885 Pentatricopeptide repeat IPR002885 Pentatricopeptide repeat NULL NULL NULL NULL,19.8,6352515.9375,6888335.5625,8942378.375,7.0,8.0,8.0,7.523212627669452,7.949022715266772,7.524925769651508,7394409.958333333,7.665720370862577,Putative pentatricopeptide repeat-containing protein At1g10330,Vesicle/Transport
Asa8G00815.1,[translated] | NR=PREDICTED: uncharacterized protein LOC100193834 isoform X1 [Zea mays],23.8,7797094.5,6372304.5,8154518.5,19.0,21.0,21.0,20.42014856081708,20.86618462757528,19.75293014533521,7441305.833333333,20.346421111242524,PREDICTED: uncharacterized protein LOC100193834 isoform X1,Other
Asa8G00777.1,[translated] | NR=PREDICTED: spermatogenesis-associated protein 20 [Phoenix dactylifera]; Swissprot=Spermatogenesis-associated protein 20 OS=Homo sapiens GN=SPATA20 PE=2 SV=3; KEGG=Os01g0935600; K00943 dTMP kinase [EC:2.7.4.9] (A); IPRSCAN=NULL NULL,26.1,47036607.5,59750485.96875,62220661.21875,26.0,27.0,27.0,27.94336118848653,26.82795166402535,25.39662447257384,56335918.229166664,26.72264577502857,Spermatogenesis-associated protein 20,Metabolism
Asa8G00759.1,[translated] | NR=PREDICTED: vacuolar protein 8-like [Phoenix dactylifera]; KEGG=hypothetical protein; K08332 vacuolar protein 8 (A),29.9,8186526.75,11267014.0,12358653.0,32.0,32.0,34.0,34.39182915506035,31.79609086106709,31.98093452101891,10604064.583333334,32.72295151238212,PREDICTED: vacuolar protein 8-like,Other
Asa8G00639.1,[translated] | NR=PREDICTED: GRIP and coiled-coil domain-containing protein 2-like [Phoenix dactylifera]; KEGG=hypothetical protein; K04437 filamin (A),56.2,1378274.625,1125561.25,2347944.5,46.0,43.0,46.0,49.43825441039925,42.7259970945589,43.26832317549616,1617260.125,45.144191560151434,PREDICTED: GRIP and coiled-coil domain-containing protein 2-like,Other
Asa8G00633.1,"[translated] | GO=Molecular Function: structural constituent of ribosome (GO:0003735),Cellular Component: ribosome (GO:0005840),Biological Process: translation (GO:0006412),Cellular Component: large ribosomal subunit (GO:0015934); NR=ribosomal protein L22, partial (chloroplast) [Elodea canadensis]; Swissprot=50S ribosomal protein L22, chloroplastic OS=Acorus calamus GN=rpl22 PE=3 SV=1; KEGG=rpl22, ElguCp081; 50S ribosomal protein L22; K02890 large subunit ribosomal protein L22 (A); IPRSCAN=IPR005727 Ribosomal protein L22, bacterial/chloroplast-type IPR001063 Ribosomal protein L22/L17",56.2,2568065.0,2645736.75,3769801.25,47.0,44.0,48.0,50.5129990714949,43.71962493396725,45.14955461790905,2994534.3333333335,46.4607262077904,"50S ribosomal protein L22, chloroplastic",Protein Synthesis
Asa8G00467.1,"[translated] | NR=PREDICTED: uncharacterized protein LOC103701644 [Phoenix dactylifera]; IPRSCAN=IPR025322 Protein of unknown function DUF4228, plant",39.7,1225579.1875,1618200.109375,1133866.96875,3.0,2.0,2.0,3.224233983286908,1.987255678816693,1.881231442412877,1325882.0885416667,2.3642403681721595,PREDICTED: uncharacterized protein LOC103701644,Other
Asa8G00224.1,[translated] | NR=hypothetical protein AALP_AA8G035400 [Arabis alpina]; Swissprot=Transcription initiation factor IIB-2 OS=Arabidopsis thaliana GN=TFIIB2 PE=2 SV=1; KEGG=transcription initiation factor IIB-like; K03124 transcription initiation factor TFIIB (A),59.4,2749068.75,0.0,3446530.0625,3.0,0.0,3.0,3.224233983286908,0.0,2.821847163619315,2065199.6041666667,2.0153603823020743,Transcription initiation factor IIB-2,Vesicle/Transport
Asa8G00203.1,"[translated] | NR=PREDICTED: probable DEAD-box ATP-dependent RNA helicase 48 [Elaeis guineensis]; Swissprot=Putative DEAD-box ATP-dependent RNA helicase 33 OS=Arabidopsis thaliana GN=RH33 PE=3 SV=1; KEGG=probable DEAD-box ATP-dependent RNA helicase 48; K17679 ATP-dependent RNA helicase MSS116, mitochondrial [EC:3.6.4.13] (A)",25.5,43258556.78125,46765727.78125,46010569.25,19.0,17.0,18.0,20.42014856081708,16.89167326994189,16.93108298171589,45344951.270833336,18.080968270824954,Putative DEAD-box ATP-dependent RNA helicase 33,Vesicle/Transport
Asa7G06389.1,"[translated] | GO=Molecular Function: peptidyl-prolyl cis-trans isomerase activity (GO:0003755),Biological Process: protein folding (GO:0006457); NR=cyclophilin [Lycoris longituba]; Swissprot=Peptidyl-prolyl cis-trans isomerase CYP19-1 OS=Arabidopsis thaliana GN=CYP19-1 PE=1 SV=1; KEGG=cyclophilin, putative (EC:5.2.1.8); K01802 peptidylprolyl isomerase [EC:5.2.1.8] (A); IPRSCAN=IPR002130 Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain NULL NULL IPR002130 Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain IPR002130 Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain IPR002130 Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain IPR002130 Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain IPR002130 Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain IPR002130 Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain",45.9,7589494.0,7643539.40625,9630864.0,10.0,12.0,13.0,10.74744661095636,11.92353407290016,12.2280043756837,8287965.802083333,11.63299501984674,Peptidyl-prolyl cis-trans isomerase CYP19-1,Vesicle/Transport
Asa7G06018.1,[translated] | NR=PREDICTED: uncharacterized protein LOC103709675 [Phoenix dactylifera],62.6,208248688.453125,259409848.265625,276605155.851563,65.0,69.0,70.0,69.85840297121634,68.56032091917591,65.84310048445069,248087897.52343765,68.08727479161432,PREDICTED: uncharacterized protein LOC103709675,Other
Asa7G05851.1,"[translated] | GO=Molecular Function: protein binding (GO:0005515),Molecular Function: zinc ion binding (GO:0008270); NR=PREDICTED: uncharacterized protein LOC103720151 isoform X2 [Phoenix dactylifera]; Swissprot=E3 ubiquitin-protein ligase SDIR1 OS=Arabidopsis thaliana GN=SDIR1 PE=1 SV=1; KEGG=hypothetical protein; K19041 E3 ubiquitin-protein ligase RNF38/44 [EC:2.3.2.27] (A); IPRSCAN=IPR011016 Zinc finger, RING-CH-type IPR001841 Zinc finger, RING-type IPR001841 Zinc finger, RING-type NULL NULL NULL NULL IPR001841 Zinc finger, RING-type",59.4,122364970.75,132604817.8125,201653437.125,109.0,111.0,116.0,117.1471680594243,110.2926901743265,109.1114236599469,152207741.89583334,112.18376063123257,E3 ubiquitin-protein ligase SDIR1,Vesicle/Transport
Asa7G05842.1,[translated] | NR=PREDICTED: uncharacterized protein LOC105045016 [Elaeis guineensis],42.5,37927921.8125,43619035.375,51407689.25,22.0,21.0,21.0,23.64438254410399,20.86618462757528,19.75293014533521,44318215.479166664,21.42116577233816,PREDICTED: uncharacterized protein LOC105045016,Other
Asa7G05762.1,"[translated] | NR=unknown [Lotus japonicus]; IPRSCAN=IPR004252 Probable transposase, Ptta/En/Spm, plant",37.5,1775726.4375,0.0,3836265.25,3.0,0.0,3.0,3.224233983286908,0.0,2.821847163619315,1870663.8958333333,2.0153603823020743,unknown,Other
Asa7G05754.1,"[translated] | GO=Molecular Function: protein binding (GO:0005515); NR=PREDICTED: putative F-box/LRR-repeat protein 23 [Elaeis guineensis]; Swissprot=F-box protein SKIP19 OS=Arabidopsis thaliana GN=SKIP19 PE=1 SV=1; KEGG=hypothetical protein; K10268 F-box and leucine-rich repeat protein 2/20 (A); IPRSCAN=IPR001810 F-box domain NULL NULL NULL NULL IPR006553 Leucine-rich repeat, cysteine-containing subtype IPR006553 Leucine-rich repeat, cysteine-containing subtype IPR006553 Leucine-rich repeat, cysteine-containing subtype",56.8,8621694.84375,9896303.25,12576570.375,13.0,13.0,19.0,13.97168059424327,12.9171619123085,17.87169870292233,10364856.15625,14.920180403158033,F-box protein SKIP19,Vesicle/Transport
