Accession,Description,MW_kDa,Area_1,Area_2,Area_3,PSM_1,PSM_2,PSM_3,NormPSM_1,NormPSM_2,NormPSM_3,Mean_Area,Mean_NormPSM,Clean_Name,Category
A0A0D3EBD1,glycerophosphodiester phosphodiesterase OS=Brassica oleracea var. oleracea OX=109376 PE=4 SV=1,84.2,8212741.671875,10884639.40625,8097565.5625,26.0,20.0,22.0,30.402782954404277,19.5016835016835,19.65579761735251,9064982.213541666,23.18675469114676,glycerophosphodiester phosphodiesterase,Other
A0A0D3E964,glycerophosphodiester phosphodiesterase OS=Brassica oleracea var. oleracea OX=109376 PE=4 SV=1,80.8,200390.0,131302.484375,0.0,9.0,6.0,4.0,10.524040253447634,5.850505050505051,3.573781384973184,110564.16145833333,6.649442229641957,glycerophosphodiester phosphodiesterase,Other
A0A0D3E8Y0,Large ribosomal subunit protein uL6 alpha-beta domain-containing protein OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,21.8,207072.21875,2185990.21875,2949002.4375,4.0,7.0,9.0,4.677351223754504,6.825589225589226,8.041008116189664,1780688.2916666667,6.514649521844464,Large ribosomal subunit protein uL6 alpha-beta domain-containing protein,Protein Synthesis
A0A0D3E8T5,40S ribosomal protein S18 OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,17.5,178973.90625,359596.375,1166277.25,5.0,9.0,11.0,5.846689029693129,8.775757575757575,9.827898808676254,568282.5104166666,8.150115138042318,40S ribosomal protein S18,Protein Synthesis
A0A0D3E873,"ATP synthase gamma chain, chloroplastic OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1",41.2,765026.84375,2988663.328125,5619792.9375,4.0,7.0,8.0,4.677351223754504,6.825589225589226,7.147562769946368,3124494.3697916665,6.216834406430032,"ATP synthase gamma chain, chloroplastic",Metabolism
A0A0D3E7C2,Uncharacterized protein OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,27.9,1825414.3125,9361447.125,16541131.25,13.0,25.0,25.0,15.201391477202138,24.377104377104377,22.336133656082396,9242664.229166666,20.638209836796303,Uncharacterized protein,Other
A0A0D3E636,Proteasome subunit alpha type OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,30.4,1526988.125,2117603.578125,3425748.6875,16.0,16.0,18.0,18.709404895018015,15.601346801346802,16.082016232379328,2356780.1302083335,16.797589309581383,Proteasome subunit alpha type,Other
A0A0D3E520,"Chlorophyll a-b binding protein, chloroplastic OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1",29.1,0.0,613648.71875,440743.1875,0.0,14.0,14.0,0.0,13.651178451178453,12.508234847406143,351463.96875,8.719804432861531,"Chlorophyll a-b binding protein, chloroplastic",Other
A0A0D3E4K9,Serine/threonine-protein kinase BSK OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,54.2,1374834.390625,1794437.84375,3248789.0,6.0,5.0,9.0,7.016026835631756,4.875420875420875,8.041008116189664,2139353.7447916665,6.644151942414098,Serine/threonine-protein kinase BSK,Metabolism
A0A0D3E3P0,60S ribosomal protein L13a OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,23.5,1795140.3125,9931685.25,875414.3125,3.0,11.0,15.0,3.508013417815878,10.725925925925926,13.40168019364944,4200746.625,9.211873179130414,60S ribosomal protein L13a,Protein Synthesis
A0A0D3E317,Peptidyl-prolyl cis-trans isomerase OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,18.4,0.0,1025009.03125,2079658.25,0.0,3.0,3.0,0.0,2.9252525252525254,2.680336038729888,1034889.09375,1.8685295213274713,Peptidyl-prolyl cis-trans isomerase,Other
A0A0D3E2W7,thioglucosidase OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,15.9,222394.546875,368557.34375,642745.0,8.0,8.0,10.0,9.354702447509007,7.800673400673401,8.934453462432959,411232.296875,8.696609770205123,thioglucosidase,Other
A0A0D3E2U4,alanine--glyoxylate transaminase OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,44.1,135727.0,1237126.96875,1589607.34375,16.0,18.0,23.0,18.709404895018015,17.55151515151515,20.549242963595805,987487.1041666666,18.936721003376324,alanine--glyoxylate transaminase,Other
A0A0D3E2T7,Uncharacterized protein OS=Brassica oleracea var. oleracea OX=109376 PE=4 SV=1,66.8,788391.078125,1557622.53125,909096.3125,6.0,4.0,2.0,7.016026835631756,3.9003367003367004,1.786890692486592,1085036.640625,4.234418076151683,Uncharacterized protein,Other
A0A0D3E2S9,Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain-containing protein OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,28.9,197198.171875,940899.34375,1412694.03125,3.0,3.0,4.0,3.508013417815878,2.9252525252525254,3.573781384973184,850263.8489583334,3.335682442680529,Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain-containing protein,Other
A0A0D3E2R1,"Ferredoxin--NADP reductase, chloroplastic OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1",40.6,13879889.1875,30590886.734375,35928711.125,46.0,43.0,35.0,53.78953907317679,41.92861952861953,31.270587118515355,26799829.015625,42.32958190677056,"Ferredoxin--NADP reductase, chloroplastic",Antioxidant/Redox
A0A0D3E2H1,Subtilisin-like protease OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,80.0,1332386.65625,1293981.1875,0.0,5.0,3.0,0.0,5.846689029693129,2.9252525252525254,0.0,875455.9479166666,2.9239805183152185,Subtilisin-like protease,Other
A0A0D3E147,Large ribosomal subunit protein uL15/eL18 domain-containing protein OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,20.8,956564.859375,1718191.375,4882071.0625,4.0,7.0,9.0,4.677351223754504,6.825589225589226,8.041008116189664,2518942.4322916665,6.514649521844464,Large ribosomal subunit protein uL15/eL18 domain-containing protein,Protein Synthesis
A0A0D3E0X8,ATP citrate synthase OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,65.7,519027.296875,2146455.71875,2545829.46875,4.0,8.0,8.0,4.677351223754504,7.800673400673401,7.147562769946368,1737104.1614583333,6.541862464791424,ATP citrate synthase,Metabolism
A0A0D3E051,"Photosystem I reaction center subunit II, chloroplastic OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1",22.6,5809970.875,3947386.46875,8763930.03125,12.0,10.0,11.0,14.032053671263512,9.75084175084175,9.827898808676254,6173762.458333333,11.203598076927172,"Photosystem I reaction center subunit II, chloroplastic",Other
A0A0D3DZM3,Aquaporin OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,30.5,8527416.28125,7019081.875,18972423.9296875,31.0,29.0,36.0,36.249471984097404,28.27744107744108,32.164032464758655,11506307.361979166,32.230315175432374,Aquaporin,Vesicle/Transport
A0A0D3DZ20,40S ribosomal protein S15 OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,17.1,285929.5,2733657.21875,3466836.9375,3.0,6.0,5.0,3.508013417815878,5.850505050505051,4.4672267312164795,2162141.21875,4.608581733179136,40S ribosomal protein S15,Protein Synthesis
A0A0D3DYG2,UDP-glucuronate decarboxylase OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,43.8,0.0,317634.4375,0.0,0.0,2.0,0.0,0.0,1.9501683501683502,0.0,105878.14583333333,0.6500561167227834,UDP-glucuronate decarboxylase,Other
A0A0D3DYA3,Uncharacterized protein OS=Brassica oleracea var. oleracea OX=109376 PE=4 SV=1,46.5,0.0,1693084.625,2101645.5625,0.0,6.0,5.0,0.0,5.850505050505051,4.4672267312164795,1264910.0625,3.43924392724051,Uncharacterized protein,Other
A0A0D3DY01,Major facilitator superfamily (MFS) profile domain-containing protein OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,57.4,1849541.84375,1221201.25,1297066.25,5.0,3.0,5.0,5.846689029693129,2.9252525252525254,4.4672267312164795,1455936.4479166667,4.413056095387378,Major facilitator superfamily (MFS) profile domain-containing protein,Other
A0A0D3DX42,H(+)-exporting diphosphatase OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,130.2,1076416.09375,1851187.0625,5006266.375,3.0,6.0,11.0,3.508013417815878,5.850505050505051,9.827898808676254,2644623.1770833335,6.395472425665727,H(+)-exporting diphosphatase,Metabolism
A0A0D3DWN4,Large ribosomal subunit protein uL6 N-terminal domain-containing protein OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,26.2,57846.37109375,1208526.3125,1355142.375,7.0,12.0,12.0,8.18536464157038,11.701010101010102,10.721344154919551,873838.3528645834,10.202572965833346,Large ribosomal subunit protein uL6 N-terminal domain-containing protein,Protein Synthesis
A0A0D3DW83,Fructose-bisphosphate aldolase OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,42.8,1996960.3359375,1866902.96875,1092394.984375,26.0,22.0,21.0,30.402782954404277,21.451851851851853,18.762352271109215,1652086.0963541667,23.538995692455114,Fructose-bisphosphate aldolase,Other
A0A0D3DVS3,Senescence-associated protein OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,30.7,1449200.15625,1228186.25,0.0,3.0,3.0,0.0,3.508013417815878,2.9252525252525254,0.0,892462.1354166666,2.144421981022801,Senescence-associated protein,Other
A0A0D3DVN9,NADP-dependent glyceraldehyde-3-phosphate dehydrogenase OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,53.9,0.0,0.0,0.0,0.0,10.0,13.0,0.0,9.75084175084175,11.614789501162846,0.0,7.121877084001532,NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,Metabolism
A0A0D3DV08,Peptidyl-prolyl cis-trans isomerase OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,27.4,15974619.09375,21289036.25,23120702.515625,14.0,14.0,14.0,16.37072928314076,13.651178451178453,12.508234847406143,20128119.286458332,14.176714193908452,Peptidyl-prolyl cis-trans isomerase,Other
A0A0D3DUU2,Aquaporin OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,30.6,317387.5,426144.40625,1009501.875,18.0,19.0,20.0,21.048080506895268,18.526599326599328,17.868906924865918,584344.59375,19.14786225278684,Aquaporin,Vesicle/Transport
A0A0D3DUS8,Remorin C-terminal domain-containing protein OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,20.8,11650367.890625,13518016.9375,13728980.3125,14.0,11.0,11.0,16.37072928314076,10.725925925925926,9.827898808676254,12965788.380208334,12.30818467258098,Remorin C-terminal domain-containing protein,Other
A0A0D3DUP5,transketolase OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,79.6,1385336.703125,11112219.84375,1498922.25,15.0,18.0,16.0,17.54006708907939,17.55151515151515,14.295125539892735,4665492.932291667,16.46223592682909,transketolase,Other
A0A0D3DUK1,60S ribosomal protein L37a OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,10.2,0.0,2031912.625,4463476.3125,0.0,3.0,5.0,0.0,2.9252525252525254,4.4672267312164795,2165129.6458333335,2.464159752156335,60S ribosomal protein L37a,Protein Synthesis
A0A0D3DTT5,Strictosidine synthase conserved region domain-containing protein OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,41.4,2123436.28125,2594126.015625,2259391.625,8.0,5.0,9.0,9.354702447509007,4.875420875420875,8.041008116189664,2325651.3072916665,7.423710479706515,Strictosidine synthase conserved region domain-containing protein,Metabolism
A0A0D3DTQ3,EF-hand domain-containing protein OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,16.8,954859.875,1481192.5,1454887.28125,4.0,4.0,5.0,4.677351223754504,3.9003367003367004,4.4672267312164795,1296979.8854166667,4.348304885102562,EF-hand domain-containing protein,Other
A0A0D3DT25,Glutathione reductase OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,60.5,4198469.03125,4978611.859375,5366464.625,12.0,12.0,10.0,14.032053671263512,11.701010101010102,8.934453462432959,4847848.505208333,11.555839078235524,Glutathione reductase,Antioxidant/Redox
A0A0D3DSX5,fructose-bisphosphatase OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,44.8,13721475.875,13393323.84375,7531628.046875,29.0,24.0,18.0,33.910796372220155,23.402020202020203,16.082016232379328,11548809.255208334,24.46494426887323,fructose-bisphosphatase,Metabolism
A0A0D3DSU9,Histone H4 OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,32.1,0.0,2441204.1875,3165894.375,0.0,6.0,5.0,0.0,5.850505050505051,4.4672267312164795,1869032.8541666667,3.43924392724051,Histone H4,Other
A0A0D3DSS2,Uncharacterized protein OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,30.4,9751755.25,13032120.84375,24988387.75,9.0,10.0,14.0,10.524040253447634,9.75084175084175,12.508234847406143,15924087.947916666,10.927705617231842,Uncharacterized protein,Other
A0A0D3DSM9,Fructose-bisphosphate aldolase OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,38.4,3265877.390625,2921613.3125,0.0,12.0,9.0,0.0,14.032053671263512,8.775757575757575,0.0,2062496.9010416667,7.602603749007028,Fructose-bisphosphate aldolase,Other
A0A0D3DSM2,monodehydroascorbate reductase (NADH) OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,46.4,362591.5,1875546.84375,1107900.03125,8.0,5.0,8.0,9.354702447509007,4.875420875420875,7.147562769946368,1115346.125,7.1258953642920835,monodehydroascorbate reductase (NADH),Antioxidant/Redox
A0A0D3DSG6,Proteasome subunit alpha type OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,27.3,3737540.078125,2556127.6875,4937611.625,13.0,15.0,13.0,15.201391477202138,14.626262626262626,11.614789501162846,3743759.796875,13.814147868209204,Proteasome subunit alpha type,Other
A0A0D3DRJ8,Peroxidase OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,38.8,577214.875,1868657.375,401052.3125,3.0,3.0,4.0,3.508013417815878,2.9252525252525254,3.573781384973184,948974.8541666666,3.335682442680529,Peroxidase,Other
A0A0D3DR81,60S ribosomal protein L34 OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,13.8,628903.578125,3476803.75,0.0,3.0,3.0,0.0,3.508013417815878,2.9252525252525254,0.0,1368569.109375,2.144421981022801,60S ribosomal protein L34,Protein Synthesis
A0A0D3DR12,Aminotransferase class I/classII large domain-containing protein OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,52.8,479781.0703125,1078637.0625,674413.75,7.0,13.0,13.0,8.18536464157038,12.676094276094277,11.614789501162846,744277.2942708334,10.825416139609167,Aminotransferase class I/classII large domain-containing protein,Other
A0A0D3DR11,Large ribosomal subunit protein uL15/eL18 domain-containing protein OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,16.4,0.0,436743.25,0.0,0.0,6.0,0.0,0.0,5.850505050505051,0.0,145581.08333333334,1.9501683501683502,Large ribosomal subunit protein uL15/eL18 domain-containing protein,Protein Synthesis
A0A0D3DQT9,Proteasome subunit beta OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,22.8,1267122.15625,1952251.625,3886466.0625,9.0,7.0,8.0,10.524040253447634,6.825589225589226,7.147562769946368,2368613.28125,8.165730749661076,Proteasome subunit beta,Other
A0A0D3DQ74,Large ribosomal subunit protein uL6 N-terminal domain-containing protein OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,26.1,0.0,984131.03125,1505676.0,0.0,13.0,11.0,0.0,12.676094276094277,9.827898808676254,829935.6770833334,7.5013310282568435,Large ribosomal subunit protein uL6 N-terminal domain-containing protein,Protein Synthesis
A0A0D3DPF1,Proteasome subunit beta OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,29.6,3866982.90625,10767354.09375,8968865.625,10.0,14.0,12.0,11.693378059386259,13.651178451178453,10.721344154919551,7867734.208333333,12.021966888494754,Proteasome subunit beta,Other
A0A0D3DPE1,V-type proton ATPase subunit C OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,42.7,479567.984375,2165533.15625,3837286.875,4.0,8.0,9.0,4.677351223754504,7.800673400673401,8.041008116189664,2160796.0052083335,6.839677580205856,V-type proton ATPase subunit C,Vesicle/Transport
A0A0D3DPA9,thioglucosidase OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,62.8,5135685.75,7348509.25,6004694.25,18.0,18.0,19.0,21.048080506895268,17.55151515151515,16.97546157862262,6162963.083333333,18.525019079011013,thioglucosidase,Other
A0A0D3DP74,Lactoylglutathione lyase OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,31.8,10380882.0625,8474242.5,7005701.5,23.0,18.0,13.0,26.894769536588395,17.55151515151515,11.614789501162846,8620275.354166666,18.687024729755464,Lactoylglutathione lyase,Antioxidant/Redox
A0A0D3DP73,"glucan endo-1,3-beta-D-glucosidase OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1",56.8,1053152.6875,1026965.15625,0.0,5.0,4.0,0.0,5.846689029693129,3.9003367003367004,0.0,693372.6145833334,3.24900857667661,"glucan endo-1,3-beta-D-glucosidase",Other
A0A0D3DNR6,Peptidase A1 domain-containing protein OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,47.4,2319779.4375,1415936.96875,0.0,7.0,2.0,0.0,8.18536464157038,1.9501683501683502,0.0,1245238.8020833333,3.3785109972462437,Peptidase A1 domain-containing protein,Other
A0A0D3DNC9,Uncharacterized protein OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,14.9,6744650.09375,6341038.828125,8593985.75,8.0,6.0,6.0,9.354702447509007,5.850505050505051,5.360672077459776,7226558.223958333,6.855293191824611,Uncharacterized protein,Other
A0A0D3DN01,60S ribosomal protein L31 OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,13.8,0.0,0.0,5822119.0,0.0,2.0,4.0,0.0,1.9501683501683502,3.573781384973184,1940706.3333333333,1.8413165783805114,60S ribosomal protein L31,Protein Synthesis
A0A0D3DM78,Oligopeptide transporter 3 OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,82.4,375062.4296875,282514.5625,458629.15625,4.0,3.0,2.0,4.677351223754504,2.9252525252525254,1.786890692486592,372068.7161458333,3.1298314804978737,Oligopeptide transporter 3,Vesicle/Transport
A0A0D3DLW1,thioglucosidase OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,62.3,3102462.6875,4692723.5,3280755.3125,12.0,12.0,12.0,14.032053671263512,11.701010101010102,10.721344154919551,3691980.5,12.151469309064389,thioglucosidase,Other
A0A0D3DLV7,Cysteine synthase OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,34.4,0.0,284461.90625,1301248.8125,0.0,3.0,4.0,0.0,2.9252525252525254,3.573781384973184,528570.2395833334,2.166344636741903,Cysteine synthase,Metabolism
A0A0D3DLJ2,"Photosystem I reaction center subunit XI, chloroplastic OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1",23.2,1617036.4375,4482375.390625,10463933.625,4.0,6.0,9.0,4.677351223754504,5.850505050505051,8.041008116189664,5521115.151041667,6.189621463483074,"Photosystem I reaction center subunit XI, chloroplastic",Other
A0A0D3DLG3,Cytochrome b561 and DOMON domain-containing protein OS=Brassica oleracea var. oleracea OX=109376 PE=4 SV=1,41.7,2788682.94921875,2540194.359375,5770488.9375,11.0,7.0,9.0,12.862715865324887,6.825589225589226,8.041008116189664,3699788.7486979165,9.243104402367926,Cytochrome b561 and DOMON domain-containing protein,Other
A0A0D3DLA8,Photosystem I reaction center subunit III OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,23.9,507526.40625,2177735.5,2598746.0,7.0,8.0,9.0,8.18536464157038,7.800673400673401,8.041008116189664,1761335.96875,8.009015386144481,Photosystem I reaction center subunit III,Other
A0A0D3DL12,Glutamine synthetase OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,47.4,0.0,911303.625,0.0,31.0,35.0,0.0,36.249471984097404,34.12794612794613,0.0,303767.875,23.459139370681175,Glutamine synthetase,Other
A0A0D3DKI8,"50S ribosomal protein L21, chloroplastic OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1",22.0,0.0,2109400.875,3693048.125,0.0,4.0,6.0,0.0,3.9003367003367004,5.360672077459776,1934149.6666666667,3.087002925932159,"50S ribosomal protein L21, chloroplastic",Protein Synthesis
A0A0D3DKC4,"Fructose-1,6-bisphosphatase, cytosolic OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1",36.8,1314309.5234375,1285408.390625,1553572.40625,6.0,5.0,6.0,7.016026835631756,4.875420875420875,5.360672077459776,1384430.1067708333,5.750706596170802,"Fructose-1,6-bisphosphatase, cytosolic",Metabolism
A0A0D3DKC2,Adenosylhomocysteinase OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,53.2,363355.21875,1685610.0,211624.40625,12.0,16.0,17.0,14.032053671263512,15.601346801346802,15.18857088613603,753529.875,14.940657119582113,Adenosylhomocysteinase,Other
