Accession,Description,MW_kDa,NormPSM_1,NormPSM_2,NormPSM_3,Mean,SD,SEM,Functional_Category
Asa8G04655.1,"[translated] | GO=Molecular Function: protein kinase activity (GO:0004672),Molecular Function: protein tyrosine kinase activity (GO:0004713),Molecular Function: ATP binding (GO:0005524),Biological Process: protein phosphorylation (GO:0006468); NR=PREDICTED: serine/threonine-protein kinase HT1-like [Fragaria vesca subsp. vesca]; Swissprot=Serine/threonine-protein kinase HT1 OS=Arabidopsis thaliana GN=HT1 PE=1 SV=1; KEGG=serine/threonine-protein kinase HT1-like; K17535 serine/threonine-protein kinase TNNI3K [EC:2.7.11.1] (A); IPRSCAN=NULL NULL NULL NULL IPR002290 Serine/threonine- / dual specificity protein kinase, catalytic  domain IPR020635 Tyrosine-protein kinase, catalytic domain IPR000719 Protein kinase domain IPR001245 Serine-threonine/tyrosine-protein kinase catalytic domain IPR001245 Serine-threonine/tyrosine-protein kinase catalytic domain IPR001245 Serine-threonine/tyrosine-protein kinase catalytic domain IPR001245 Serine-threonine/tyrosine-protein kinase catalytic domain IPR001245 Serine-threonine/tyrosine-protein kinase catalytic domain IPR001245 Serine-threonine/tyrosine-protein kinase catalytic domain",31.0,11.822191272052,16.89167326994189,20.69354586654165,16.46913680284518,4.450745542581949,2.569639137104215,Exosome Marker
Asa8G04473.1,[translated],46.5,2.149489322191272,0.0,0.0,0.716496440730424,1.241008238787357,0.7164964407304241,Other
Asa8G04423.1,"[translated] | GO=Molecular Function: magnesium ion binding (GO:0000287),Molecular Function: oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor (GO:0016616),Molecular Function: NAD binding (GO:0051287),Biological Process: oxidation-reduction process (GO:0055114); NR=PREDICTED: isocitrate dehydrogenase [NAD] regulatory subunit 1, mitochondrial [Cucumis melo]; Swissprot=Isocitrate dehydrogenase [NAD] regulatory subunit 1, mitochondrial OS=Arabidopsis thaliana GN=IDH1 PE=2 SV=2; KEGG=isocitrate dehydrogenase [NAD] regulatory subunit 1, mitochondrial; K00030 isocitrate dehydrogenase (NAD+) [EC:1.1.1.41] (A); IPRSCAN=IPR024084 Isopropylmalate dehydrogenase-like domain NULL NULL IPR001804 Isocitrate and isopropylmalate dehydrogenases family",19.0,3.224233983286908,3.974511357633386,3.762462884825754,3.6537360752486827,0.3867753533443774,0.22330485436928893,"Antioxidant, Exosome Marker"
Asa8G03847.1,[translated] | NR=PREDICTED: serine/arginine repetitive matrix protein 1 [Phoenix dactylifera]; Swissprot=Uncharacterized protein At1g65710 OS=Arabidopsis thaliana GN=At1g65710 PE=2 SV=1,25.7,16.12116991643454,12.9171619123085,12.2280043756837,13.755445401475578,2.077552379142351,1.199475425353384,Exosome Marker
Asa8G03368.1,"[translated] | GO=Molecular Function: transferase activity, transferring glycosyl groups (GO:0016757); NR=PREDICTED: galactinol synthase 2-like [Oryza brachyantha]; Swissprot=Galactinol synthase 2 OS=Arabidopsis thaliana GN=GOLS2 PE=1 SV=1; KEGG=galactinol synthase 2-like; K18819 inositol 3-alpha-galactosyltransferase [EC:2.4.1.123] (A); IPRSCAN=IPR002495 Glycosyl transferase, family 8 NULL NULL NULL NULL",29.4,5.373723305478181,6.955394875858426,7.524925769651508,6.618014650329371,1.1145793255304335,0.6435026736281874,Exosome Marker
Asa8G03357.1,[translated],26.8,8.597957288765087,12.9171619123085,12.2280043756837,11.247707858919094,2.320477987526559,1.33972859074706,Other
Asa8G03353.1,[translated] | GO=Molecular Function: chromatin binding (GO:0003682); NR=hypothetical protein POPTR_0002s18920g [Populus trichocarpa]; Swissprot=Transcription factor RADIALIS OS=Antirrhinum majus GN=RAD PE=1 SV=1; KEGG=polygalacturonase At1g48100-like; K01184 polygalacturonase [EC:3.2.1.15] (A); IPRSCAN=IPR001005 SANT/Myb domain IPR001005 SANT/Myb domain IPR017877 Myb-like domain NULL NULL NULL NULL,19.6,4.298978644382544,3.974511357633386,3.762462884825754,4.011984295613895,0.27021372258615584,0.15600796547384793,Other
Asa8G03348.1,[translated],11.9,10.74744661095636,7.949022715266772,8.465541490857946,9.054003605693692,1.4891305585607129,0.8597499288435254,Other
Asa8G03116.1,"[translated] | GO=Biological Process: defense response (GO:0006952); NR=PREDICTED: defensin Ec-AMP-D2-like [Pyrus x bretschneideri]; Swissprot=Defensin SD2 OS=Helianthus annuus GN=SD2 PE=2 SV=1; IPRSCAN=IPR008177 Gamma Purothionin IPR008177 Gamma Purothionin IPR003614 Knottin, scorpion toxin-like IPR008176 Gamma thionin",31.8,6.448467966573816,5.961767036450079,8.465541490857946,6.958592164627281,1.3275509981601914,0.7664619261507429,Defense/Immunity
Asa8G03059.1,"[translated] | GO=Molecular Function: nucleic acid binding (GO:0003676),Molecular Function: zinc ion binding (GO:0008270); NR=PREDICTED: serine/arginine-rich splicing factor RSZ21A isoform X2 [Phoenix dactylifera]; Swissprot=Serine/arginine-rich splicing factor RSZ21 OS=Oryza sativa subsp. japonica GN=RSZP21 PE=2 SV=1; KEGG=serine/arginine-rich splicing factor RSZ21A; K12896 splicing factor, arginine/serine-rich 7 (A); IPRSCAN=IPR000504 RNA recognition motif domain IPR001878 Zinc finger, CCHC-type IPR000504 RNA recognition motif domain IPR001878 Zinc finger, CCHC-type IPR000504 RNA recognition motif domain IPR001878 Zinc finger, CCHC-type NULL NULL NULL NULL",23.8,8.597957288765087,10.92990623349181,8.465541490857946,9.331135004371616,1.3861585653094386,0.8002990208209099,Other
Asa8G02720.1,[translated] | GO=Biological Process: autophagy (GO:0006914); NR=PREDICTED: beclin-1-like protein [Elaeis guineensis]; Swissprot=Beclin-1-like protein OS=Arabidopsis thaliana GN=At3g61710 PE=2 SV=2; KEGG=beclin-1-like protein; K08334 beclin 1 (A); IPRSCAN=IPR007243 Beclin family NULL NULL IPR007243 Beclin family,48.7,3.224233983286908,0.0,2.821847163619315,2.0153603823020743,1.7569111790512126,1.0143531421674805,Exosome Marker
Asa8G02600.1,[translated] | NR=PREDICTED: probable folate-biopterin transporter 6 [Elaeis guineensis]; Swissprot=Probable folate-biopterin transporter 6 OS=Arabidopsis thaliana GN=At5g10820 PE=2 SV=1; KEGG=ADP-ribose pyrophosphatase; K13988 ADP-ribose pyrophosphatase [EC:3.6.1.13] (A); IPRSCAN=IPR004324 Biopterin transport-related protein BT1 NULL NULL NULL NULL,36.6,6.448467966573816,3.974511357633386,4.703078606032192,5.042019310079798,1.2713284101188105,0.7340017998105142,"Transport, Exosome Marker"
Asa8G02586.1,"[translated] | GO=Biological Process: base-excision repair (GO:0006284),Molecular Function: DNA-3-methyladenine glycosylase activity (GO:0008725); NR=PREDICTED: uncharacterized protein LOC105060180 [Elaeis guineensis]; Swissprot=Probable GMP synthase [glutamine-hydrolyzing] OS=Helicobacter hepaticus (strain ATCC 51449 / 3B1) GN=guaA PE=3 SV=1; KEGG=uncharacterized LOC105060180; K01246 DNA-3-methyladenine glycosylase I [EC:3.2.2.20] (A); IPRSCAN=IPR005019 Methyladenine glycosylase NULL NULL NULL NULL",28.6,20.42014856081708,16.89167326994189,15.99046726050945,17.767429697089472,2.3410961311619602,1.3516324815251493,Other
Asa8G02265.1,"[translated] | GO=Biological Process: metal ion transport (GO:0030001),Molecular Function: metal ion binding (GO:0046872); NR=PREDICTED: heavy metal-associated isoprenylated plant protein 26-like [Elaeis guineensis]; Swissprot=Heavy metal-associated isoprenylated plant protein 26 OS=Arabidopsis thaliana GN=HIPP26 PE=1 SV=1; KEGG=heavy metal-associated isoprenylated plant protein 26-like; K10752 histone-binding protein RBBP4 (A); IPRSCAN=NULL NULL NULL NULL IPR006121 Heavy metal-associated domain, HMA IPR006121 Heavy metal-associated domain, HMA",44.9,4.298978644382544,3.974511357633386,3.762462884825754,4.011984295613895,0.27021372258615584,0.15600796547384793,Exosome Marker
Asa8G02224.1,[translated] | NR=PREDICTED: probable glutathione S-transferase [Phoenix dactylifera]; Swissprot=Probable glutathione S-transferase OS=Glycine max GN=HSP26-A PE=2 SV=1; KEGG=probable glutathione S-transferase; K00799 glutathione S-transferase [EC:2.5.1.18] (A),29.5,7.523212627669452,5.961767036450079,6.58431004844507,6.689763237521533,0.7860460323030718,0.4538238883456158,"Antioxidant, Anti-stress/HSP"
Asa8G02165.1,[translated] | NR=PREDICTED: protein disulfide-isomerase SCO2-like [Musa acuminata subsp. malaccensis]; Swissprot=Protein disulfide-isomerase SCO2 OS=Arabidopsis thaliana GN=SCO2 PE=1 SV=1,18.1,3.224233983286908,3.974511357633386,2.821847163619315,3.340197501513203,0.585016529005884,0.3377594505019276,Exosome Marker
Asa8G02124.1,[translated] | NR=hypothetical protein AALP_AA6G021000 [Arabis alpina],40.6,12.89693593314763,10.92990623349181,12.2280043756837,12.018282180774378,1.0001444941158268,0.5774336929062948,Exosome Marker
Asa8G01986.1,"[translated] | GO=Molecular Function: catalytic activity (GO:0003824),Molecular Function: molybdenum ion binding (GO:0030151),Molecular Function: pyridoxal phosphate binding (GO:0030170); NR=PREDICTED: mitochondrial amidoxime reducing component 2-like [Phoenix dactylifera]; Swissprot=Mitochondrial amidoxime reducing component 2 OS=Rattus norvegicus GN=Marc2 PE=2 SV=1; KEGG=mocos; molybdenum cofactor sulfurase; K15631 molybdenum cofactor sulfurtransferase [EC:2.8.1.9] (A); IPRSCAN=NULL NULL IPR005302 Molybdenum cofactor sulfurase, C-terminal IPR005303 MOSC, N-terminal beta barrel IPR005302 Molybdenum cofactor sulfurase, C-terminal",24.0,7.523212627669452,5.961767036450079,5.643694327238631,6.376224663786054,1.0059714727845495,0.580797900609244,Other
Asa8G01979.1,"[translated] | GO=Molecular Function: DNA binding (GO:0003677); NR=PREDICTED: protein SUPPRESSOR OF FRI 4-like [Elaeis guineensis]; Swissprot=Protein SUPPRESSOR OF FRI 4 OS=Arabidopsis thaliana GN=SUF4 PE=1 SV=1; KEGG=hypothetical protein; K03128 transcription initiation factor TFIID subunit 2 (A); IPRSCAN=IPR015880 Zinc finger, C2H2-like IPR015880 Zinc finger, C2H2-like IPR003656 Zinc finger, BED-type predicted NULL NULL NULL NULL",53.6,11.822191272052,13.91078975171685,12.2280043756837,12.653661799817518,1.1074516171620128,0.6393874892829745,Exosome Marker
Asa8G01973.1,[translated],65.7,74.15738161559888,63.59218172213418,68.66494764807001,68.80483699526769,5.283988925926243,3.0507124287785183,Other
Asa8G01493.1,[translated],81.2,21.49489322191272,20.86618462757528,23.51539303016096,21.958823626549655,1.3841964655866548,0.7991662020177838,Other
Asa8G01429.1,[translated] | NR=PREDICTED: monothiol glutaredoxin-S9-like [Musa acuminata subsp. malaccensis]; Swissprot=Monothiol glutaredoxin-S3 OS=Oryza sativa subsp. japonica GN=GRXS3 PE=2 SV=1; KEGG=glutaredoxin-C1 protein; K03676 glutaredoxin 3 (A),50.0,7.523212627669452,11.92353407290016,10.34677293327082,9.931173211280145,2.229405649949861,1.2871479521314249,Other
Asa8G01383.1,[translated] | NR=PREDICTED: uncharacterized protein LOC104605685 [Nelumbo nucifera],110.4,29.01810584958217,28.81520734284205,18.81231442412877,25.548542538850995,5.834626711383512,3.3686233024382517,Other
Asa8G01165.1,[translated],96.6,5.373723305478181,1.987255678816693,4.703078606032192,4.021352530109022,1.7932104111207294,1.0353105135741927,Other
Asa8G00911.1,[translated] | NR=PREDICTED: putative pentatricopeptide repeat-containing protein At1g10330 [Elaeis guineensis]; Swissprot=Putative pentatricopeptide repeat-containing protein At1g10330 OS=Arabidopsis thaliana GN=PCMP-E71 PE=3 SV=1; KEGG=uncharacterized LOC100250295; K03452 magnesium/proton exchanger (A); IPRSCAN=IPR002885 Pentatricopeptide repeat IPR002885 Pentatricopeptide repeat IPR002885 Pentatricopeptide repeat IPR002885 Pentatricopeptide repeat IPR002885 Pentatricopeptide repeat NULL NULL NULL NULL,19.8,7.523212627669452,7.949022715266772,7.524925769651508,7.665720370862577,0.24534852245845568,0.14165203548666633,Exosome Marker
Asa8G00815.1,[translated] | NR=PREDICTED: uncharacterized protein LOC100193834 isoform X1 [Zea mays],23.8,20.42014856081708,20.86618462757528,19.75293014533521,20.346421111242524,0.5602773314818992,0.3234762681519197,Other
Asa8G00777.1,[translated] | NR=PREDICTED: spermatogenesis-associated protein 20 [Phoenix dactylifera]; Swissprot=Spermatogenesis-associated protein 20 OS=Homo sapiens GN=SPATA20 PE=2 SV=3; KEGG=Os01g0935600; K00943 dTMP kinase [EC:2.7.4.9] (A); IPRSCAN=NULL NULL,26.1,27.94336118848653,26.82795166402535,25.39662447257384,26.72264577502857,1.2766299278716167,0.7370626325122105,Other
Asa8G00759.1,[translated] | NR=PREDICTED: vacuolar protein 8-like [Phoenix dactylifera]; KEGG=hypothetical protein; K08332 vacuolar protein 8 (A),29.9,34.39182915506035,31.79609086106709,31.98093452101891,32.72295151238212,1.4482424639298284,0.8361431764017333,Other
Asa8G00639.1,[translated] | NR=PREDICTED: GRIP and coiled-coil domain-containing protein 2-like [Phoenix dactylifera]; KEGG=hypothetical protein; K04437 filamin (A),56.2,49.43825441039925,42.7259970945589,43.26832317549616,45.144191560151434,3.728640665969972,2.152731692209149,Other
Asa8G00633.1,"[translated] | GO=Molecular Function: structural constituent of ribosome (GO:0003735),Cellular Component: ribosome (GO:0005840),Biological Process: translation (GO:0006412),Cellular Component: large ribosomal subunit (GO:0015934); NR=ribosomal protein L22, partial (chloroplast) [Elodea canadensis]; Swissprot=50S ribosomal protein L22, chloroplastic OS=Acorus calamus GN=rpl22 PE=3 SV=1; KEGG=rpl22, ElguCp081; 50S ribosomal protein L22; K02890 large subunit ribosomal protein L22 (A); IPRSCAN=IPR005727 Ribosomal protein L22, bacterial/chloroplast-type IPR001063 Ribosomal protein L22/L17",56.2,50.5129990714949,43.71962493396725,45.14955461790905,46.4607262077904,3.5814607699500747,2.06775733962276,Protein Synthesis
Asa8G00467.1,"[translated] | NR=PREDICTED: uncharacterized protein LOC103701644 [Phoenix dactylifera]; IPRSCAN=IPR025322 Protein of unknown function DUF4228, plant",39.7,3.224233983286908,1.987255678816693,1.881231442412877,2.3642403681721595,0.7466605977315621,0.4310846970936043,Other
Asa8G00224.1,[translated] | NR=hypothetical protein AALP_AA8G035400 [Arabis alpina]; Swissprot=Transcription initiation factor IIB-2 OS=Arabidopsis thaliana GN=TFIIB2 PE=2 SV=1; KEGG=transcription initiation factor IIB-like; K03124 transcription initiation factor TFIIB (A),59.4,3.224233983286908,0.0,2.821847163619315,2.0153603823020743,1.7569111790512126,1.0143531421674805,Exosome Marker
Asa8G00203.1,"[translated] | NR=PREDICTED: probable DEAD-box ATP-dependent RNA helicase 48 [Elaeis guineensis]; Swissprot=Putative DEAD-box ATP-dependent RNA helicase 33 OS=Arabidopsis thaliana GN=RH33 PE=3 SV=1; KEGG=probable DEAD-box ATP-dependent RNA helicase 48; K17679 ATP-dependent RNA helicase MSS116, mitochondrial [EC:3.6.4.13] (A)",25.5,20.42014856081708,16.89167326994189,16.93108298171589,18.080968270824954,2.0258853874692084,1.169645473802677,Exosome Marker
Asa7G06389.1,"[translated] | GO=Molecular Function: peptidyl-prolyl cis-trans isomerase activity (GO:0003755),Biological Process: protein folding (GO:0006457); NR=cyclophilin [Lycoris longituba]; Swissprot=Peptidyl-prolyl cis-trans isomerase CYP19-1 OS=Arabidopsis thaliana GN=CYP19-1 PE=1 SV=1; KEGG=cyclophilin, putative (EC:5.2.1.8); K01802 peptidylprolyl isomerase [EC:5.2.1.8] (A); IPRSCAN=IPR002130 Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain NULL NULL IPR002130 Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain IPR002130 Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain IPR002130 Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain IPR002130 Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain IPR002130 Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain IPR002130 Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain",45.9,10.74744661095636,11.92353407290016,12.2280043756837,11.63299501984674,0.7818711720516932,0.4514135316556533,Exosome Marker
Asa7G06018.1,[translated] | NR=PREDICTED: uncharacterized protein LOC103709675 [Phoenix dactylifera],62.6,69.85840297121634,68.56032091917591,65.84310048445069,68.08727479161432,2.0490224484269,1.1830036621748568,Other
Asa7G05851.1,"[translated] | GO=Molecular Function: protein binding (GO:0005515),Molecular Function: zinc ion binding (GO:0008270); NR=PREDICTED: uncharacterized protein LOC103720151 isoform X2 [Phoenix dactylifera]; Swissprot=E3 ubiquitin-protein ligase SDIR1 OS=Arabidopsis thaliana GN=SDIR1 PE=1 SV=1; KEGG=hypothetical protein; K19041 E3 ubiquitin-protein ligase RNF38/44 [EC:2.3.2.27] (A); IPRSCAN=IPR011016 Zinc finger, RING-CH-type IPR001841 Zinc finger, RING-type IPR001841 Zinc finger, RING-type NULL NULL NULL NULL IPR001841 Zinc finger, RING-type",59.4,117.1471680594243,110.2926901743265,109.1114236599469,112.18376063123257,4.338825603567206,2.505022130186367,Exosome Marker
Asa7G05842.1,[translated] | NR=PREDICTED: uncharacterized protein LOC105045016 [Elaeis guineensis],42.5,23.64438254410399,20.86618462757528,19.75293014533521,21.42116577233816,2.0042089452580942,1.1571305740570168,Other
Asa7G05762.1,"[translated] | NR=unknown [Lotus japonicus]; IPRSCAN=IPR004252 Probable transposase, Ptta/En/Spm, plant",37.5,3.224233983286908,0.0,2.821847163619315,2.0153603823020743,1.7569111790512126,1.0143531421674805,Other
Asa7G05754.1,"[translated] | GO=Molecular Function: protein binding (GO:0005515); NR=PREDICTED: putative F-box/LRR-repeat protein 23 [Elaeis guineensis]; Swissprot=F-box protein SKIP19 OS=Arabidopsis thaliana GN=SKIP19 PE=1 SV=1; KEGG=hypothetical protein; K10268 F-box and leucine-rich repeat protein 2/20 (A); IPRSCAN=IPR001810 F-box domain NULL NULL NULL NULL IPR006553 Leucine-rich repeat, cysteine-containing subtype IPR006553 Leucine-rich repeat, cysteine-containing subtype IPR006553 Leucine-rich repeat, cysteine-containing subtype",56.8,13.97168059424327,12.9171619123085,17.87169870292233,14.920180403158033,2.6099037564668937,1.5068286363551766,Exosome Marker
Asa7G05595.1,"[translated] | GO=Cellular Component: intracellular (GO:0005622),Molecular Function: zinc ion binding (GO:0008270); NR=PREDICTED: probable salt tolerance-like protein At1g75540 [Musa acuminata subsp. malaccensis]; Swissprot=B-box zinc finger protein 21 OS=Arabidopsis thaliana GN=BBX21 PE=1 SV=1; KEGG=hypothetical protein; K19720 collagen, type III, alpha (A); IPRSCAN=NULL NULL IPR000315 Zinc finger, B-box IPR000315 Zinc finger, B-box IPR000315 Zinc finger, B-box IPR000315 Zinc finger, B-box IPR000315 Zinc finger, B-box IPR000315 Zinc finger, B-box",41.0,4.298978644382544,3.974511357633386,2.821847163619315,3.698445721878415,0.7762979642502223,0.44819583863122436,Exosome Marker
Asa7G05513.1,"[translated] | GO=Biological Process: cellular amino acid metabolic process (GO:0006520),Biological Process: oxidation-reduction process (GO:0055114); NR=PREDICTED: bifunctional aspartokinase/homoserine dehydrogenase 1, chloroplastic-like [Elaeis guineensis]; Swissprot=Bifunctional aspartokinase/homoserine dehydrogenase 2, chloroplastic OS=Zea mays GN=AKHSDH2 PE=2 SV=1; KEGG=bifunctional aspartokinase/homoserine dehydrogenase 1, chloroplastic-like; K12524 bifunctional aspartokinase / homoserine dehydrogenase 1 [EC:2.7.2.4 1.1.1.3] (A); IPRSCAN=IPR001342 Homoserine dehydrogenase, catalytic NULL NULL NULL NULL",20.0,3.224233983286908,2.98088351822504,6.58431004844507,4.26314251665234,2.013869135569147,1.1627078875335262,Other
Asa7G05459.1,[translated] | NR=predicted protein [Hordeum vulgare subsp. vulgare]; Swissprot=Cytochrome b-c1 complex subunit 6 OS=Solanum tuberosum PE=1 SV=2; KEGG=hypothetical protein; K00416 ubiquinol-cytochrome c reductase subunit 6 (A); IPRSCAN=IPR023184 Ubiquinol-cytochrome C reductase hinge domain,45.4,15.0464252553389,11.92353407290016,14.10923581809658,13.693065048778548,1.6025014559320934,0.9252046469591614,Antioxidant
Asa7G05456.1,"[translated] | GO=Molecular Function: phosphorelay response regulator activity (GO:0000156),Biological Process: phosphorelay signal transduction system (GO:0000160),Molecular Function: chromatin binding (GO:0003682),Biological Process: regulation of transcription, DNA-dependent (GO:0006355); NR=PREDICTED: two-component response regulator ARR1-like [Elaeis guineensis]; Swissprot=Two-component response regulator ARR1 OS=Arabidopsis thaliana GN=ARR1 PE=1 SV=2; KEGG=two-component response regulator ARR1-like; K14491 two-component response regulator ARR-B family (A); IPRSCAN=IPR001789 Signal transduction response regulator, receiver domain IPR017930 Myb domain NULL NULL NULL NULL IPR001789 Signal transduction response regulator, receiver domain IPR001789 Signal transduction response regulator, receiver domain IPR001005 SANT/Myb domain",15.4,12.89693593314763,12.9171619123085,14.10923581809658,13.307777887850904,0.6941565983432826,0.40077149891324915,Exosome Marker
Asa7G05442.1,[translated] | NR=PREDICTED: HAUS augmin-like complex subunit 1 [Elaeis guineensis]; KEGG=HAUS augmin-like complex subunit 1; K16584 HAUS augmin-like complex subunit 1 (A),64.6,20.42014856081708,20.86618462757528,22.57477730895452,21.287036832448962,1.1372966606542714,0.6566185331772061,Other
Asa7G05400.1,"[translated] | NR=PREDICTED: vacuolar amino acid transporter 1-like isoform X3 [Phoenix dactylifera]; Swissprot=Vacuolar amino acid transporter 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AVT1 PE=1 SV=1; KEGG=vacuolar amino acid transporter 1-like; K15015 solute carrier family 32 (vesicular inhibitory amino acid transporter) (A); IPRSCAN=NULL NULL NULL NULL IPR013057 Amino acid transporter, transmembrane",15.9,10.74744661095636,10.92990623349181,12.2280043756837,11.301785740043956,0.8073001915141018,0.4660949828875031,Transport
